"Population by Educational Attainment","Number"
"Beginners",""
"Female","8261"
"Male","9591"
"","17852"
"Graduate and Equivalent",""
"Female","1693"
"Male","4219"
"","5912"
"Intermediate and Equivalent",""
"Female","6811"
"Male","9498"
"","16309"
"Level not Stated",""
"Female","765"
"Male","775"
"","1540"
"Lower Secondary (Class 6-8)",""
"Female","39950"
"Male","39310"
"","79260"
"Non Formal Education",""
"Female","9683"
"Male","7798"
"","17481"
"Others",""
"Female","161"
"Male","160"
"","321"
"Post Graduate Equivalent and Above",""
"Female","253"
"Male","1310"
"","1563"
"Primary Education (1-5 Class)",""
"Female","70250"
"Male","75107"
"","145357"
"Secondary Level (Class 9-10)",""
"Female","18392"
"Male","20437"
"","38829"
"SLC and Equivalent",""
"Female","13109"
"Male","15825"
"","28934"
