"Population by Caste Ethinicity","Number"
"Badi",""
"Female","928"
"Male","782"
"","1710"
"Bangali",""
"Female","5"
"Male","6"
"","11"
"Baraee",""
"Female","7"
"Male","4"
"","11"
"Bote",""
"Female","160"
"Male","173"
"","333"
"Brahman - Hill",""
"Female","29972"
"Male","26246"
"","56218"
"Brahman - Tarai",""
"Female","34"
"Male","35"
"","69"
"Chamar/ Harijan/ Ram",""
"Female","379"
"Male","421"
"","800"
"Chhantyal/Chhantel",""
"Female","136"
"Male","121"
"","257"
"Chhetri",""
"Female","73765"
"Male","62379"
"","136144"
"Dalit Others",""
"Female","848"
"Male","754"
"","1602"
"Damai/Dholi",""
"Female","7938"
"Male","6849"
"","14787"
"Dhanuk",""
"Female","5"
"Male","11"
"","16"
"Dhobi",""
"Female","12"
"Male","20"
"","32"
"Dusadh/ Pasawan/ Pasi",""
"Female","23"
"Male","28"
"","51"
"Foreigner",""
"Female","8"
"Male","4"
"","12"
"Gaine",""
"Female","404"
"Male","350"
"","754"
"Gharti/Bhujel",""
"Female","108"
"Male","81"
"","189"
"Gurung",""
"Female","941"
"Male","798"
"","1739"
"Hajam/Thakur",""
"Female","40"
"Male","41"
"","81"
"Halwai",""
"Female","822"
"Male","879"
"","1701"
"Kahar",""
"Female","14"
"Male","13"
"","27"
"Kalwar",""
"Female","45"
"Male","62"
"","107"
"Kami",""
"Female","19068"
"Male","16021"
"","35089"
"Kathabaniyan",""
"Female","287"
"Male","305"
"","592"
"Kayastha",""
"Female","10"
"Male","18"
"","28"
"Kewat",""
"Female","4"
"Male","7"
"","11"
"Koiri/Kushwaha",""
"Female","4"
"Male","10"
"","14"
"Kori",""
"Female","46"
"Male","53"
"","99"
"Kumal",""
"Female","4277"
"Male","4128"
"","8405"
"Kumhar",""
"Female","26"
"Male","36"
"","62"
"Kurmi",""
"Female","32"
"Male","33"
"","65"
"Kusunda",""
"Female","47"
"Male","45"
"","92"
"Lhomi",""
"Female","51"
"Male","43"
"","94"
"Limbu",""
"Female","15"
"Male","11"
"","26"
"Lodh",""
"Female","38"
"Male","46"
"","84"
"Lohar",""
"Female","17"
"Male","18"
"","35"
"Magar",""
"Female","40307"
"Male","34059"
"","74366"
"Majhi",""
"Female","185"
"Male","184"
"","369"
"Mallaha",""
"Female","13"
"Male","11"
"","24"
"Marwadi",""
"Female","11"
"Male","20"
"","31"
"Musahar",""
"Female","15"
"Male","19"
"","34"
"Musalman",""
"Female","2317"
"Male","2440"
"","4757"
"Newar",""
"Female","2402"
"Male","2077"
"","4479"
"Others",""
"Female","383"
"Male","362"
"","745"
"Rai",""
"Female","141"
"Male","118"
"","259"
"Rajput",""
"Female","4"
"Male","8"
"","12"
"Sanyasi/Dasnami",""
"Female","7003"
"Male","5824"
"","12827"
"Sarki",""
"Female","5734"
"Male","4679"
"","10413"
"Sunuwar",""
"Female","41"
"Male","37"
"","78"
"Tamang",""
"Female","201"
"Male","160"
"","361"
"Teli",""
"Female","113"
"Male","157"
"","270"
"Terai Others",""
"Female","255"
"Male","207"
"","462"
"Thakali",""
"Female","9"
"Male","7"
"","16"
"Thakuri",""
"Female","3553"
"Male","2962"
"","6515"
"Tharu",""
"Female","83985"
"Male","78685"
"","162670"
"Undefined Others",""
"Female","6"
"Male","8"
"","14"
"Yadav",""
"Female","3856"
"Male","4236"
"","8092"
