"Population by disability type","Number"
"Blind/low vision",""
"Female","1238"
"Male","1265"
"","2503"
"Deaf/hard of hearing",""
"Female","1153"
"Male","1077"
"","2230"
"Deaf-Blind",""
"Female","354"
"Male","342"
"","696"
"Intellectual disable",""
"Female","105"
"Male","179"
"","284"
"Mental disable",""
"Female","274"
"Male","323"
"","597"
"Multiple disable",""
"Female","476"
"Male","516"
"","992"
"No disability",""
"Female","285042"
"Male","250286"
"","535328"
"Physical",""
"Female","1824"
"Male","2360"
"","4184"
"Speech problem",""
"Female","584"
"Male","743"
"","1327"
