"Population by Educational Attainment","Number"
"Beginners",""
"Female","735"
"Male","853"
"Graduate and Equivalent",""
"Female","51"
"Male","194"
"Intermediate and Equivalent",""
"Female","210"
"Male","615"
"Level not Stated",""
"Female","32"
"Male","30"
"Lower Secondary (Class 6-8)",""
"Female","1563"
"Male","3487"
"Non Formal Education",""
"Female","29"
"Male","124"
"Others",""
"Female","145"
"Male","61"
"Post Graduate Equivalent and Above",""
"Female","11"
"Male","63"
"Primary Education (1-5 Class)",""
"Female","5519"
"Male","7481"
"Secondary Level (Class 9-10)",""
"Female","509"
"Male","1632"
"SLC and Equivalent",""
"Female","282"
"Male","784"
