"Population by Educational Attainment","Number"
"Beginners",""
"Female","451"
"Male","446"
"Graduate and Equivalent",""
"Female","4"
"Male","36"
"Intermediate and Equivalent",""
"Female","41"
"Male","147"
"Level not Stated",""
"Female","9"
"Male","10"
"Lower Secondary (Class 6-8)",""
"Female","503"
"Male","1003"
"Non Formal Education",""
"Female","140"
"Male","95"
"Others",""
"Female","4"
"Male","6"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","6"
"Primary Education (1-5 Class)",""
"Female","2234"
"Male","2847"
"Secondary Level (Class 9-10)",""
"Female","197"
"Male","503"
"SLC and Equivalent",""
"Female","96"
"Male","262"
