"Population by Single Year of Age","Number"
"0",""
"Female","271"
"Male","259"
"1",""
"Female","224"
"Male","266"
"10",""
"Female","298"
"Male","271"
"11",""
"Female","227"
"Male","211"
"12",""
"Female","308"
"Male","295"
"13",""
"Female","237"
"Male","235"
"14",""
"Female","242"
"Male","223"
"15",""
"Female","234"
"Male","224"
"16",""
"Female","221"
"Male","208"
"17",""
"Female","166"
"Male","170"
"18",""
"Female","247"
"Male","200"
"19",""
"Female","117"
"Male","90"
"2",""
"Female","259"
"Male","279"
"20",""
"Female","209"
"Male","151"
"21",""
"Female","130"
"Male","84"
"22",""
"Female","175"
"Male","141"
"23",""
"Female","117"
"Male","76"
"24",""
"Female","140"
"Male","118"
"25",""
"Female","194"
"Male","131"
"26",""
"Female","158"
"Male","113"
"27",""
"Female","97"
"Male","88"
"28",""
"Female","164"
"Male","145"
"29",""
"Female","46"
"Male","55"
"3",""
"Female","290"
"Male","290"
"30",""
"Female","223"
"Male","149"
"31",""
"Female","72"
"Male","40"
"32",""
"Female","129"
"Male","103"
"33",""
"Female","55"
"Male","53"
"34",""
"Female","88"
"Male","61"
"35",""
"Female","223"
"Male","152"
"36",""
"Female","67"
"Male","74"
"37",""
"Female","52"
"Male","51"
"38",""
"Female","129"
"Male","107"
"39",""
"Female","49"
"Male","29"
"4",""
"Female","272"
"Male","297"
"40",""
"Female","208"
"Male","181"
"41",""
"Female","32"
"Male","53"
"42",""
"Female","62"
"Male","67"
"43",""
"Female","46"
"Male","48"
"44",""
"Female","50"
"Male","44"
"45",""
"Female","181"
"Male","112"
"46",""
"Female","50"
"Male","52"
"47",""
"Female","33"
"Male","47"
"48",""
"Female","67"
"Male","77"
"49",""
"Female","29"
"Male","30"
"5",""
"Female","301"
"Male","286"
"50",""
"Female","151"
"Male","123"
"51",""
"Female","28"
"Male","25"
"52",""
"Female","41"
"Male","49"
"53",""
"Female","22"
"Male","30"
"54",""
"Female","27"
"Male","38"
"55",""
"Female","123"
"Male","100"
"56",""
"Female","43"
"Male","28"
"57",""
"Female","27"
"Male","44"
"58",""
"Female","55"
"Male","74"
"59",""
"Female","21"
"Male","25"
"6",""
"Female","268"
"Male","289"
"60",""
"Female","117"
"Male","84"
"61",""
"Female","33"
"Male","23"
"62",""
"Female","55"
"Male","38"
"63",""
"Female","31"
"Male","28"
"64",""
"Female","26"
"Male","21"
"65",""
"Female","118"
"Male","63"
"66",""
"Female","14"
"Male","12"
"67",""
"Female","26"
"Male","20"
"68",""
"Female","27"
"Male","40"
"69",""
"Female","10"
"Male","8"
"7",""
"Female","267"
"Male","256"
"70",""
"Female","52"
"Male","36"
"71",""
"Female","8"
"Male","12"
"72",""
"Female","17"
"Male","17"
"73",""
"Female","9"
"Male","6"
"74",""
"Female","9"
"Male","5"
"75",""
"Female","36"
"Male","23"
"76",""
"Female","7"
"Male","3"
"77",""
"Female","4"
"Male","7"
"78",""
"Female","10"
"Male","4"
"79",""
"Female","0"
"Male","3"
"8",""
"Female","272"
"Male","260"
"80",""
"Female","12"
"Male","12"
"81",""
"Female","1"
"Male","1"
"82",""
"Female","1"
"Male","0"
"83",""
"Female","1"
"Male","1"
"84",""
"Female","2"
"Male","2"
"85",""
"Female","20"
"Male","10"
"9",""
"Female","242"
"Male","228"
