"Population by disability type","Number"
"Blind/low vision",""
"Female","26"
"Male","29"
"","55"
"Deaf/hard of hearing",""
"Female","19"
"Male","25"
"","44"
"Deaf-Blind",""
"Female","12"
"Male","3"
"","15"
"Intellectual disable",""
"Female","4"
"Male","5"
"","9"
"Mental disable",""
"Female","12"
"Male","6"
"","18"
"Multiple disable",""
"Female","10"
"Male","25"
"","35"
"No disability",""
"Female","9931"
"Male","8573"
"","18504"
"Physical",""
"Female","68"
"Male","83"
"","151"
"Speech problem",""
"Female","29"
"Male","28"
"","57"
