"Population by Educational Attainment","Number"
"Beginners",""
"Female","193"
"Male","237"
"","430"
"Graduate and Equivalent",""
"Female","5"
"Male","60"
"","65"
"Intermediate and Equivalent",""
"Female","76"
"Male","108"
"","184"
"Level not Stated",""
"Female","10"
"Male","11"
"","21"
"Lower Secondary (Class 6-8)",""
"Female","1236"
"Male","1339"
"","2575"
"Non Formal Education",""
"Female","405"
"Male","418"
"","823"
"Others",""
"Female","1"
"Male","3"
"","4"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","7"
"","7"
"Primary Education (1-5 Class)",""
"Female","2477"
"Male","2665"
"","5142"
"Secondary Level (Class 9-10)",""
"Female","695"
"Male","800"
"","1495"
"SLC and Equivalent",""
"Female","511"
"Male","500"
"","1011"
