"Population by Educational Attainment","Number"
"Beginners",""
"Female","133"
"Male","145"
"","278"
"Graduate and Equivalent",""
"Female","68"
"Male","129"
"","197"
"Intermediate and Equivalent",""
"Female","361"
"Male","328"
"","689"
"Level not Stated",""
"Female","7"
"Male","3"
"","10"
"Lower Secondary (Class 6-8)",""
"Female","1414"
"Male","1116"
"","2530"
"Non Formal Education",""
"Female","460"
"Male","325"
"","785"
"Others",""
"Female","4"
"Male","2"
"","6"
"Post Graduate Equivalent and Above",""
"Female","10"
"Male","68"
"","78"
"Primary Education (1-5 Class)",""
"Female","1988"
"Male","1802"
"","3790"
"Secondary Level (Class 9-10)",""
"Female","905"
"Male","850"
"","1755"
"SLC and Equivalent",""
"Female","681"
"Male","680"
"","1361"
