"Population by disability type","Number"
"Blind/low vision",""
"Female","85"
"Male","87"
"","172"
"Deaf/hard of hearing",""
"Female","68"
"Male","77"
"","145"
"Deaf-Blind",""
"Female","23"
"Male","21"
"","44"
"Intellectual disable",""
"Female","7"
"Male","8"
"","15"
"Mental disable",""
"Female","12"
"Male","18"
"","30"
"Multiple disable",""
"Female","37"
"Male","49"
"","86"
"No disability",""
"Female","11697"
"Male","9977"
"","21674"
"Physical",""
"Female","163"
"Male","161"
"","324"
"Speech problem",""
"Female","19"
"Male","36"
"","55"
