"Population by disability type","Number"
"Blind/low vision",""
"Female","25"
"Male","29"
"","54"
"Deaf/hard of hearing",""
"Female","22"
"Male","28"
"","50"
"Deaf-Blind",""
"Female","3"
"Male","7"
"","10"
"Intellectual disable",""
"Female","1"
"Male","0"
"","1"
"Mental disable",""
"Female","9"
"Male","6"
"","15"
"Multiple disable",""
"Female","9"
"Male","9"
"","18"
"No disability",""
"Female","7746"
"Male","6982"
"","14728"
"Physical",""
"Female","19"
"Male","35"
"","54"
"Speech problem",""
"Female","6"
"Male","15"
"","21"
