"Population by Educational Attainment","Number"
"Beginners",""
"Female","187"
"Male","227"
"","414"
"Graduate and Equivalent",""
"Female","8"
"Male","62"
"","70"
"Intermediate and Equivalent",""
"Female","63"
"Male","194"
"","257"
"Level not Stated",""
"Female","9"
"Male","10"
"","19"
"Lower Secondary (Class 6-8)",""
"Female","348"
"Male","855"
"","1203"
"Non Formal Education",""
"Female","88"
"Male","58"
"","146"
"Others",""
"Female","1"
"Male","0"
"","1"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","5"
"","5"
"Primary Education (1-5 Class)",""
"Female","1903"
"Male","2290"
"","4193"
"Secondary Level (Class 9-10)",""
"Female","168"
"Male","551"
"","719"
"SLC and Equivalent",""
"Female","55"
"Male","207"
"","262"
