"Population by Educational Attainment","Number"
"Beginners",""
"Female","863"
"Male","783"
"","1646"
"Graduate and Equivalent",""
"Female","15"
"Male","117"
"","132"
"Intermediate and Equivalent",""
"Female","243"
"Male","562"
"","805"
"Level not Stated",""
"Female","20"
"Male","18"
"","38"
"Lower Secondary (Class 6-8)",""
"Female","1646"
"Male","2061"
"","3707"
"Non Formal Education",""
"Female","306"
"Male","267"
"","573"
"Others",""
"Female","7"
"Male","5"
"","12"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","22"
"","24"
"Primary Education (1-5 Class)",""
"Female","4051"
"Male","4429"
"","8480"
"Secondary Level (Class 9-10)",""
"Female","691"
"Male","1084"
"","1775"
"SLC and Equivalent",""
"Female","421"
"Male","883"
"","1304"
