"Population by Educational Attainment","Number"
"Beginners",""
"Female","298"
"Male","323"
"","621"
"Graduate and Equivalent",""
"Female","33"
"Male","135"
"","168"
"Intermediate and Equivalent",""
"Female","236"
"Male","261"
"","497"
"Level not Stated",""
"Female","13"
"Male","10"
"","23"
"Lower Secondary (Class 6-8)",""
"Female","1294"
"Male","1039"
"","2333"
"Non Formal Education",""
"Female","449"
"Male","185"
"","634"
"Others",""
"Female","3"
"Male","1"
"","4"
"Post Graduate Equivalent and Above",""
"Female","9"
"Male","57"
"","66"
"Primary Education (1-5 Class)",""
"Female","2863"
"Male","2698"
"","5561"
"Secondary Level (Class 9-10)",""
"Female","487"
"Male","447"
"","934"
"SLC and Equivalent",""
"Female","457"
"Male","484"
"","941"
