"Population by Educational Attainment","Number"
"Beginners",""
"Female","338"
"Male","344"
"","682"
"Graduate and Equivalent",""
"Female","44"
"Male","65"
"","109"
"Intermediate and Equivalent",""
"Female","177"
"Male","183"
"","360"
"Level not Stated",""
"Female","17"
"Male","31"
"","48"
"Lower Secondary (Class 6-8)",""
"Female","1232"
"Male","1390"
"","2622"
"Non Formal Education",""
"Female","307"
"Male","197"
"","504"
"Others",""
"Female","6"
"Male","9"
"","15"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","21"
"","25"
"Primary Education (1-5 Class)",""
"Female","2378"
"Male","2657"
"","5035"
"Secondary Level (Class 9-10)",""
"Female","558"
"Male","667"
"","1225"
"SLC and Equivalent",""
"Female","376"
"Male","387"
"","763"
