"Population by Single Year of Age","Number"
"0",""
"Female","193"
"Male","187"
"1",""
"Female","174"
"Male","160"
"10",""
"Female","298"
"Male","282"
"11",""
"Female","269"
"Male","282"
"12",""
"Female","307"
"Male","320"
"13",""
"Female","301"
"Male","271"
"14",""
"Female","293"
"Male","280"
"15",""
"Female","297"
"Male","232"
"16",""
"Female","247"
"Male","221"
"17",""
"Female","269"
"Male","183"
"18",""
"Female","256"
"Male","196"
"19",""
"Female","210"
"Male","121"
"2",""
"Female","206"
"Male","222"
"20",""
"Female","205"
"Male","121"
"21",""
"Female","190"
"Male","83"
"22",""
"Female","192"
"Male","104"
"23",""
"Female","160"
"Male","84"
"24",""
"Female","155"
"Male","84"
"25",""
"Female","197"
"Male","86"
"26",""
"Female","177"
"Male","64"
"27",""
"Female","158"
"Male","84"
"28",""
"Female","167"
"Male","74"
"29",""
"Female","107"
"Male","56"
"3",""
"Female","214"
"Male","195"
"30",""
"Female","186"
"Male","90"
"31",""
"Female","99"
"Male","55"
"32",""
"Female","133"
"Male","71"
"33",""
"Female","104"
"Male","68"
"34",""
"Female","116"
"Male","75"
"35",""
"Female","163"
"Male","118"
"36",""
"Female","116"
"Male","90"
"37",""
"Female","115"
"Male","59"
"38",""
"Female","129"
"Male","94"
"39",""
"Female","91"
"Male","72"
"4",""
"Female","219"
"Male","220"
"40",""
"Female","198"
"Male","138"
"41",""
"Female","108"
"Male","70"
"42",""
"Female","123"
"Male","95"
"43",""
"Female","86"
"Male","64"
"44",""
"Female","74"
"Male","64"
"45",""
"Female","127"
"Male","111"
"46",""
"Female","68"
"Male","87"
"47",""
"Female","68"
"Male","84"
"48",""
"Female","81"
"Male","83"
"49",""
"Female","62"
"Male","68"
"5",""
"Female","245"
"Male","264"
"50",""
"Female","127"
"Male","125"
"51",""
"Female","66"
"Male","61"
"52",""
"Female","64"
"Male","72"
"53",""
"Female","46"
"Male","54"
"54",""
"Female","58"
"Male","60"
"55",""
"Female","92"
"Male","97"
"56",""
"Female","83"
"Male","71"
"57",""
"Female","44"
"Male","60"
"58",""
"Female","58"
"Male","61"
"59",""
"Female","47"
"Male","55"
"6",""
"Female","242"
"Male","242"
"60",""
"Female","106"
"Male","95"
"61",""
"Female","48"
"Male","42"
"62",""
"Female","65"
"Male","55"
"63",""
"Female","33"
"Male","37"
"64",""
"Female","34"
"Male","40"
"65",""
"Female","58"
"Male","54"
"66",""
"Female","29"
"Male","45"
"67",""
"Female","35"
"Male","41"
"68",""
"Female","41"
"Male","58"
"69",""
"Female","30"
"Male","39"
"7",""
"Female","268"
"Male","237"
"70",""
"Female","64"
"Male","58"
"71",""
"Female","14"
"Male","22"
"72",""
"Female","23"
"Male","22"
"73",""
"Female","17"
"Male","27"
"74",""
"Female","13"
"Male","19"
"75",""
"Female","33"
"Male","21"
"76",""
"Female","14"
"Male","16"
"77",""
"Female","18"
"Male","18"
"78",""
"Female","12"
"Male","15"
"79",""
"Female","8"
"Male","18"
"8",""
"Female","270"
"Male","256"
"80",""
"Female","29"
"Male","16"
"81",""
"Female","9"
"Male","14"
"82",""
"Female","8"
"Male","8"
"83",""
"Female","8"
"Male","3"
"84",""
"Female","5"
"Male","12"
"85",""
"Female","21"
"Male","35"
"9",""
"Female","266"
"Male","250"
