"Population by Mother tongue","Number"
"Bahing",""
"Female","32"
"Male","23"
"","55"
"Bangla",""
"Female","27"
"Male","30"
"","57"
"Bantawa",""
"Female","266"
"Male","216"
"","482"
"Bhojpuri",""
"Female","92"
"Male","85"
"","177"
"Bhujel",""
"Female","24"
"Male","24"
"","48"
"Chamling",""
"Female","318"
"Male","295"
"","613"
"Danuwar",""
"Female","22"
"Male","18"
"","40"
"Dhimal",""
"Female","887"
"Male","689"
"","1576"
"Dumi",""
"Female","32"
"Male","29"
"","61"
"Dungmali",""
"Female","6"
"Male","11"
"","17"
"Gurung",""
"Female","257"
"Male","231"
"","488"
"Hindi",""
"Female","24"
"Male","26"
"","50"
"Khaling",""
"Female","17"
"Male","21"
"","38"
"Koyee",""
"Female","12"
"Male","13"
"","25"
"Kulung",""
"Female","96"
"Male","69"
"","165"
"Limbu",""
"Female","1333"
"Male","1073"
"","2406"
"Magar",""
"Female","344"
"Male","279"
"","623"
"Maithili",""
"Female","1024"
"Male","994"
"","2018"
"Majhi",""
"Female","332"
"Male","297"
"","629"
"Mewahang",""
"Female","32"
"Male","17"
"","49"
"Nachhiring",""
"Female","28"
"Male","14"
"","42"
"Nepali",""
"Female","10592"
"Male","8869"
"","19461"
"Newar",""
"Female","189"
"Male","166"
"","355"
"Not Reported",""
"Female","99"
"Male","75"
"","174"
"Others",""
"Female","78"
"Male","73"
"","151"
"Rai",""
"Female","459"
"Male","343"
"","802"
"Rajbanshi",""
"Female","740"
"Male","637"
"","1377"
"Sampang",""
"Female","34"
"Male","38"
"","72"
"Sanskrit",""
"Female","11"
"Male","9"
"","20"
"Santhali",""
"Female","834"
"Male","813"
"","1647"
"Sherpa",""
"Female","33"
"Male","32"
"","65"
"Sunuwar",""
"Female","11"
"Male","17"
"","28"
"Tamang",""
"Female","621"
"Male","499"
"","1120"
"Thami",""
"Female","17"
"Male","17"
"","34"
"Tharu",""
"Female","1277"
"Male","1143"
"","2420"
"Thulung",""
"Female","40"
"Male","29"
"","69"
"Uranw/Urau",""
"Female","153"
"Male","132"
"","285"
"Urdu",""
"Female","41"
"Male","49"
"","90"
"Yakkha",""
"Female","63"
"Male","50"
"","113"
"Yamphu/Yamphe",""
"Female","49"
"Male","42"
"","91"
