"Population by Caste Ethinicity","Number"
"Badi",""
"Female","8"
"Male","6"
"","14"
"Bahing",""
"Female","16"
"Male","8"
"","24"
"Bangali",""
"Female","20"
"Male","16"
"","36"
"Bantaba",""
"Female","22"
"Male","20"
"","42"
"Bantar/Sardar",""
"Female","45"
"Male","48"
"","93"
"Bin",""
"Female","20"
"Male","9"
"","29"
"Brahman - Hill",""
"Female","3046"
"Male","2574"
"","5620"
"Chhetri",""
"Female","4352"
"Male","3630"
"","7982"
"Damai/Dholi",""
"Female","466"
"Male","410"
"","876"
"Danuwar",""
"Female","38"
"Male","37"
"","75"
"Dhanuk",""
"Female","14"
"Male","24"
"","38"
"Dhimal",""
"Female","936"
"Male","723"
"","1659"
"Gharti/Bhujel",""
"Female","153"
"Male","131"
"","284"
"Gurung",""
"Female","444"
"Male","384"
"","828"
"Hajam/Thakur",""
"Female","30"
"Male","40"
"","70"
"Halwai",""
"Female","46"
"Male","55"
"","101"
"Jhangad/ Dhagar",""
"Female","161"
"Male","136"
"","297"
"Kalwar",""
"Female","12"
"Male","6"
"","18"
"Kami",""
"Female","583"
"Male","475"
"","1058"
"Kathabaniyan",""
"Female","20"
"Male","26"
"","46"
"Kayastha",""
"Female","8"
"Male","10"
"","18"
"Kewat",""
"Female","30"
"Male","31"
"","61"
"Kulung",""
"Female","22"
"Male","17"
"","39"
"Limbu",""
"Female","1436"
"Male","1140"
"","2576"
"Magar",""
"Female","482"
"Male","389"
"","871"
"Majhi",""
"Female","545"
"Male","489"
"","1034"
"Mallaha",""
"Female","31"
"Male","29"
"","60"
"Marwadi",""
"Female","28"
"Male","20"
"","48"
"Mewahang Bala",""
"Female","14"
"Male","6"
"","20"
"Munda",""
"Female","57"
"Male","48"
"","105"
"Musahar",""
"Female","547"
"Male","514"
"","1061"
"Musalman",""
"Female","89"
"Male","85"
"","174"
"Newar",""
"Female","439"
"Male","377"
"","816"
"Others",""
"Female","53"
"Male","40"
"","93"
"Rai",""
"Female","1516"
"Male","1266"
"","2782"
"Rajbansi",""
"Female","740"
"Male","630"
"","1370"
"Rajput",""
"Female","12"
"Male","7"
"","19"
"Sanyasi/Dasnami",""
"Female","356"
"Male","315"
"","671"
"Sarki",""
"Female","233"
"Male","178"
"","411"
"Satar/ Santhal",""
"Female","791"
"Male","778"
"","1569"
"Sherpa",""
"Female","38"
"Male","44"
"","82"
"Sonar",""
"Female","31"
"Male","25"
"","56"
"Sudhi",""
"Female","4"
"Male","8"
"","12"
"Sunuwar",""
"Female","14"
"Male","19"
"","33"
"Tamang",""
"Female","760"
"Male","613"
"","1373"
"Teli",""
"Female","146"
"Male","149"
"","295"
"Terai Others",""
"Female","21"
"Male","19"
"","40"
"Thakuri",""
"Female","15"
"Male","12"
"","27"
"Thami",""
"Female","19"
"Male","17"
"","36"
"Tharu",""
"Female","1430"
"Male","1268"
"","2698"
"Undefined Others",""
"Female","51"
"Male","47"
"","98"
"Yadav",""
"Female","77"
"Male","87"
"","164"
"Yakkha",""
"Female","79"
"Male","52"
"","131"
