"Population by Educational Attainment","Number"
"Beginners",""
"Female","280"
"Male","335"
"Graduate and Equivalent",""
"Female","6"
"Male","39"
"Intermediate and Equivalent",""
"Female","102"
"Male","161"
"Level not Stated",""
"Female","13"
"Male","25"
"Lower Secondary (Class 6-8)",""
"Female","1229"
"Male","1239"
"Non Formal Education",""
"Female","279"
"Male","188"
"Others",""
"Female","9"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","21"
"Primary Education (1-5 Class)",""
"Female","2609"
"Male","3127"
"Secondary Level (Class 9-10)",""
"Female","317"
"Male","363"
"SLC and Equivalent",""
"Female","282"
"Male","410"
