"Population by disability type","Number"
"Blind/low vision",""
"Female","1739"
"Male","1537"
"","3276"
"Deaf/hard of hearing",""
"Female","1076"
"Male","1166"
"","2242"
"Deaf-Blind",""
"Female","127"
"Male","98"
"","225"
"Intellectual disable",""
"Female","147"
"Male","175"
"","322"
"Mental disable",""
"Female","428"
"Male","507"
"","935"
"Multiple disable",""
"Female","552"
"Male","625"
"","1177"
"No disability",""
"Female","388829"
"Male","362525"
"","751354"
"Physical",""
"Female","2461"
"Male","3159"
"","5620"
"Speech problem",""
"Female","677"
"Male","831"
"","1508"
