"Population by Educational Attainment","Number"
"Beginners",""
"Female","13757"
"Male","15738"
"","29495"
"Graduate and Equivalent",""
"Female","2060"
"Male","5261"
"","7321"
"Intermediate and Equivalent",""
"Female","8275"
"Male","14093"
"","22368"
"Level not Stated",""
"Female","670"
"Male","711"
"","1381"
"Lower Secondary (Class 6-8)",""
"Female","46296"
"Male","55393"
"","101689"
"Non Formal Education",""
"Female","12810"
"Male","8113"
"","20923"
"Others",""
"Female","178"
"Male","217"
"","395"
"Post Graduate Equivalent and Above",""
"Female","412"
"Male","1914"
"","2326"
"Primary Education (1-5 Class)",""
"Female","89000"
"Male","105042"
"","194042"
"Secondary Level (Class 9-10)",""
"Female","24583"
"Male","32369"
"","56952"
"SLC and Equivalent",""
"Female","14087"
"Male","20266"
"","34353"
