"Population by Educational Attainment","Number"
"Beginners",""
"Female","171"
"Male","256"
"Graduate and Equivalent",""
"Female","64"
"Male","194"
"Intermediate and Equivalent",""
"Female","360"
"Male","658"
"Level not Stated",""
"Female","148"
"Male","203"
"Lower Secondary (Class 6-8)",""
"Female","1276"
"Male","2283"
"Non Formal Education",""
"Female","100"
"Male","181"
"Others",""
"Female","72"
"Male","54"
"Post Graduate Equivalent and Above",""
"Female","11"
"Male","54"
"Primary Education (1-5 Class)",""
"Female","4182"
"Male","5507"
"Secondary Level (Class 9-10)",""
"Female","668"
"Male","1189"
"SLC and Equivalent",""
"Female","494"
"Male","1168"
