"Population by Educational Attainment","Number"
"Beginners",""
"Female","298"
"Male","323"
"Graduate and Equivalent",""
"Female","33"
"Male","135"
"Intermediate and Equivalent",""
"Female","236"
"Male","261"
"Level not Stated",""
"Female","13"
"Male","10"
"Lower Secondary (Class 6-8)",""
"Female","1294"
"Male","1039"
"Non Formal Education",""
"Female","449"
"Male","185"
"Others",""
"Female","3"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","9"
"Male","57"
"Primary Education (1-5 Class)",""
"Female","2863"
"Male","2698"
"Secondary Level (Class 9-10)",""
"Female","487"
"Male","447"
"SLC and Equivalent",""
"Female","457"
"Male","484"
