"Population by Educational Attainment","Number"
"Beginners",""
"Female","129"
"Male","125"
"Graduate and Equivalent",""
"Female","5"
"Male","26"
"Intermediate and Equivalent",""
"Female","90"
"Male","113"
"Level not Stated",""
"Female","20"
"Male","24"
"Lower Secondary (Class 6-8)",""
"Female","607"
"Male","912"
"Non Formal Education",""
"Female","273"
"Male","417"
"Others",""
"Female","4"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","8"
"Primary Education (1-5 Class)",""
"Female","2419"
"Male","2881"
"Secondary Level (Class 9-10)",""
"Female","192"
"Male","331"
"SLC and Equivalent",""
"Female","138"
"Male","212"
