"Population by Single Year of Age","Number"
"0",""
"Female","335"
"Male","391"
"1",""
"Female","265"
"Male","312"
"10",""
"Female","736"
"Male","731"
"11",""
"Female","496"
"Male","509"
"12",""
"Female","681"
"Male","742"
"13",""
"Female","570"
"Male","591"
"14",""
"Female","638"
"Male","587"
"15",""
"Female","565"
"Male","546"
"16",""
"Female","590"
"Male","543"
"17",""
"Female","504"
"Male","493"
"18",""
"Female","587"
"Male","647"
"19",""
"Female","340"
"Male","303"
"2",""
"Female","384"
"Male","379"
"20",""
"Female","553"
"Male","436"
"21",""
"Female","326"
"Male","270"
"22",""
"Female","537"
"Male","400"
"23",""
"Female","323"
"Male","262"
"24",""
"Female","350"
"Male","207"
"25",""
"Female","669"
"Male","421"
"26",""
"Female","342"
"Male","230"
"27",""
"Female","321"
"Male","236"
"28",""
"Female","382"
"Male","318"
"29",""
"Female","180"
"Male","131"
"3",""
"Female","405"
"Male","417"
"30",""
"Female","675"
"Male","547"
"31",""
"Female","149"
"Male","165"
"32",""
"Female","359"
"Male","289"
"33",""
"Female","182"
"Male","177"
"34",""
"Female","182"
"Male","165"
"35",""
"Female","685"
"Male","592"
"36",""
"Female","224"
"Male","221"
"37",""
"Female","154"
"Male","141"
"38",""
"Female","256"
"Male","240"
"39",""
"Female","113"
"Male","104"
"4",""
"Female","454"
"Male","468"
"40",""
"Female","695"
"Male","582"
"41",""
"Female","92"
"Male","117"
"42",""
"Female","213"
"Male","223"
"43",""
"Female","122"
"Male","128"
"44",""
"Female","112"
"Male","108"
"45",""
"Female","517"
"Male","518"
"46",""
"Female","127"
"Male","141"
"47",""
"Female","91"
"Male","120"
"48",""
"Female","135"
"Male","158"
"49",""
"Female","96"
"Male","87"
"5",""
"Female","529"
"Male","513"
"50",""
"Female","430"
"Male","470"
"51",""
"Female","75"
"Male","89"
"52",""
"Female","118"
"Male","131"
"53",""
"Female","79"
"Male","89"
"54",""
"Female","73"
"Male","65"
"55",""
"Female","315"
"Male","296"
"56",""
"Female","99"
"Male","96"
"57",""
"Female","63"
"Male","95"
"58",""
"Female","104"
"Male","109"
"59",""
"Female","70"
"Male","72"
"6",""
"Female","537"
"Male","484"
"60",""
"Female","362"
"Male","364"
"61",""
"Female","61"
"Male","79"
"62",""
"Female","87"
"Male","83"
"63",""
"Female","54"
"Male","58"
"64",""
"Female","51"
"Male","51"
"65",""
"Female","216"
"Male","249"
"66",""
"Female","50"
"Male","63"
"67",""
"Female","57"
"Male","45"
"68",""
"Female","73"
"Male","84"
"69",""
"Female","18"
"Male","40"
"7",""
"Female","485"
"Male","506"
"70",""
"Female","199"
"Male","209"
"71",""
"Female","22"
"Male","31"
"72",""
"Female","49"
"Male","50"
"73",""
"Female","28"
"Male","31"
"74",""
"Female","16"
"Male","24"
"75",""
"Female","94"
"Male","91"
"76",""
"Female","19"
"Male","28"
"77",""
"Female","19"
"Male","23"
"78",""
"Female","38"
"Male","34"
"79",""
"Female","13"
"Male","12"
"8",""
"Female","624"
"Male","691"
"80",""
"Female","55"
"Male","65"
"81",""
"Female","11"
"Male","10"
"82",""
"Female","6"
"Male","8"
"83",""
"Female","7"
"Male","14"
"84",""
"Female","17"
"Male","16"
"85",""
"Female","85"
"Male","76"
"9",""
"Female","509"
"Male","458"
