"Population by Educational Attainment","Number"
"Beginners",""
"Female","3062"
"Male","3873"
"Graduate and Equivalent",""
"Female","1050"
"Male","4102"
"Intermediate and Equivalent",""
"Female","4207"
"Male","9730"
"Level not Stated",""
"Female","892"
"Male","1065"
"Lower Secondary (Class 6-8)",""
"Female","20998"
"Male","30765"
"Non Formal Education",""
"Female","1920"
"Male","2838"
"Others",""
"Female","321"
"Male","457"
"Post Graduate Equivalent and Above",""
"Female","238"
"Male","1159"
"Primary Education (1-5 Class)",""
"Female","55622"
"Male","68403"
"Secondary Level (Class 9-10)",""
"Female","8857"
"Male","17372"
"SLC and Equivalent",""
"Female","7729"
"Male","15940"
