"Population by Educational Attainment","Number"
"Beginners",""
"Female","262"
"Male","324"
"Graduate and Equivalent",""
"Female","32"
"Male","81"
"Intermediate and Equivalent",""
"Female","205"
"Male","224"
"Level not Stated",""
"Female","15"
"Male","18"
"Lower Secondary (Class 6-8)",""
"Female","1423"
"Male","1765"
"Non Formal Education",""
"Female","442"
"Male","407"
"Others",""
"Female","12"
"Male","7"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","32"
"Primary Education (1-5 Class)",""
"Female","2436"
"Male","2682"
"Secondary Level (Class 9-10)",""
"Female","659"
"Male","918"
"SLC and Equivalent",""
"Female","429"
"Male","590"
