"Population by Educational Attainment","Number"
"Beginners",""
"Female","300"
"Male","343"
"Graduate and Equivalent",""
"Female","10"
"Male","61"
"Intermediate and Equivalent",""
"Female","85"
"Male","189"
"Level not Stated",""
"Female","19"
"Male","18"
"Lower Secondary (Class 6-8)",""
"Female","1258"
"Male","1834"
"Non Formal Education",""
"Female","715"
"Male","522"
"Others",""
"Female","6"
"Male","6"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","23"
"Primary Education (1-5 Class)",""
"Female","3545"
"Male","4146"
"Secondary Level (Class 9-10)",""
"Female","409"
"Male","769"
"SLC and Equivalent",""
"Female","264"
"Male","487"
