"Population by Educational Attainment","Number"
"Beginners",""
"Female","8261"
"Male","9591"
"Graduate and Equivalent",""
"Female","1693"
"Male","4219"
"Intermediate and Equivalent",""
"Female","6811"
"Male","9498"
"Level not Stated",""
"Female","765"
"Male","775"
"Lower Secondary (Class 6-8)",""
"Female","39950"
"Male","39310"
"Non Formal Education",""
"Female","9683"
"Male","7798"
"Others",""
"Female","161"
"Male","160"
"Post Graduate Equivalent and Above",""
"Female","253"
"Male","1310"
"Primary Education (1-5 Class)",""
"Female","70250"
"Male","75107"
"Secondary Level (Class 9-10)",""
"Female","18392"
"Male","20437"
"SLC and Equivalent",""
"Female","13109"
"Male","15825"
