"Population by Mother tongue","Number"
"Achhami",""
"Female","500"
"Male","432"
"","932"
"Baitadeli",""
"Female","287"
"Male","259"
"","546"
"Bajhangi",""
"Female","609"
"Male","491"
"","1100"
"Bajureli",""
"Female","972"
"Male","809"
"","1781"
"Bhujel",""
"Female","19"
"Male","14"
"","33"
"Dadeldhuri",""
"Female","12"
"Male","7"
"","19"
"Dailekhi",""
"Female","361"
"Male","270"
"","631"
"Darchuleli",""
"Female","13"
"Male","13"
"","26"
"Doteli",""
"Female","6650"
"Male","5568"
"","12218"
"Gurung",""
"Female","211"
"Male","154"
"","365"
"Hindi",""
"Female","53"
"Male","86"
"","139"
"Jumli",""
"Female","7"
"Male","5"
"","12"
"Kham",""
"Female","9"
"Male","8"
"","17"
"Khash",""
"Female","5"
"Male","6"
"","11"
"Magar",""
"Female","486"
"Male","488"
"","974"
"Maithili",""
"Female","29"
"Male","45"
"","74"
"Majhi",""
"Female","36"
"Male","37"
"","73"
"Nepali",""
"Female","9882"
"Male","8379"
"","18261"
"Newar",""
"Female","109"
"Male","89"
"","198"
"Not Reported",""
"Female","11"
"Male","8"
"","19"
"Others",""
"Female","27"
"Male","30"
"","57"
"Rai",""
"Female","9"
"Male","8"
"","17"
"Tamang",""
"Female","3206"
"Male","2663"
"","5869"
"Tharu",""
"Female","5223"
"Male","5038"
"","10261"
