"Population by Caste Ethinicity","Number"
"Bangali",""
"Female","4"
"Male","10"
"","14"
"Brahman - Hill",""
"Female","139"
"Male","200"
"","339"
"Chamar/ Harijan/ Ram",""
"Female","12"
"Male","7"
"","19"
"Chhetri",""
"Female","761"
"Male","746"
"","1507"
"Damai/Dholi",""
"Female","100"
"Male","85"
"","185"
"Gharti/Bhujel",""
"Female","127"
"Male","124"
"","251"
"Gurung",""
"Female","86"
"Male","72"
"","158"
"Kami",""
"Female","789"
"Male","686"
"","1475"
"Limbu",""
"Female","10"
"Male","13"
"","23"
"Magar",""
"Female","1572"
"Male","1237"
"","2809"
"Newar",""
"Female","747"
"Male","748"
"","1495"
"Others",""
"Female","38"
"Male","68"
"","106"
"Pattharkatta/ Kushwadiya",""
"Female","15"
"Male","11"
"","26"
"Rai",""
"Female","700"
"Male","618"
"","1318"
"Sherpa",""
"Female","3428"
"Male","2953"
"","6381"
"Sunuwar",""
"Female","53"
"Male","49"
"","102"
"Tamang",""
"Female","2164"
"Male","1949"
"","4113"
"Terai Others",""
"Female","7"
"Male","6"
"","13"
"Tharu",""
"Female","1"
"Male","14"
"","15"
"Undefined Others",""
"Female","17"
"Male","12"
"","29"
"Yadav",""
"Female","2"
"Male","19"
"","21"
