"Population by Mother tongue","Number"
"Bahing",""
"Female","19"
"Male","21"
"","40"
"Bantawa",""
"Female","5"
"Male","8"
"","13"
"Chamling",""
"Female","6"
"Male","5"
"","11"
"Gurung",""
"Female","5"
"Male","7"
"","12"
"Khaling",""
"Female","427"
"Male","365"
"","792"
"Kulung",""
"Female","29"
"Male","29"
"","58"
"Limbu",""
"Female","4"
"Male","8"
"","12"
"Magar",""
"Female","73"
"Male","72"
"","145"
"Maithili",""
"Female","35"
"Male","74"
"","109"
"Nachhiring",""
"Female","21"
"Male","24"
"","45"
"Nepali",""
"Female","4334"
"Male","3898"
"","8232"
"Newar",""
"Female","83"
"Male","81"
"","164"
"Not Reported",""
"Female","13"
"Male","16"
"","29"
"Others",""
"Female","34"
"Male","43"
"","77"
"Rai",""
"Female","18"
"Male","27"
"","45"
"Sherpa",""
"Female","3423"
"Male","2947"
"","6370"
"Sunuwar",""
"Female","36"
"Male","31"
"","67"
"Tamang",""
"Female","2078"
"Male","1869"
"","3947"
"Thulung",""
"Female","120"
"Male","94"
"","214"
"Tibetan",""
"Female","9"
"Male","8"
"","17"
