"Population by disability type","Number"
"Blind/low vision",""
"Female","63"
"Male","73"
"","136"
"Deaf/hard of hearing",""
"Female","105"
"Male","92"
"","197"
"Deaf-Blind",""
"Female","3"
"Male","6"
"","9"
"Intellectual disable",""
"Female","11"
"Male","12"
"","23"
"Mental disable",""
"Female","14"
"Male","18"
"","32"
"Multiple disable",""
"Female","38"
"Male","43"
"","81"
"No disability",""
"Female","15067"
"Male","11984"
"","27051"
"Physical",""
"Female","130"
"Male","173"
"","303"
"Speech problem",""
"Female","45"
"Male","52"
"","97"
