"Population by Educational Attainment","Number"
"Beginners",""
"Female","687"
"Male","563"
"","1250"
"Graduate and Equivalent",""
"Female","13"
"Male","47"
"","60"
"Intermediate and Equivalent",""
"Female","53"
"Male","101"
"","154"
"Level not Stated",""
"Female","17"
"Male","17"
"","34"
"Lower Secondary (Class 6-8)",""
"Female","1216"
"Male","1365"
"","2581"
"Non Formal Education",""
"Female","472"
"Male","266"
"","738"
"Others",""
"Female","3"
"Male","4"
"","7"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","7"
"","7"
"Primary Education (1-5 Class)",""
"Female","4594"
"Male","4856"
"","9450"
"Secondary Level (Class 9-10)",""
"Female","384"
"Male","489"
"","873"
"SLC and Equivalent",""
"Female","220"
"Male","288"
"","508"
