"Population by Single Year of Age","Number"
"0",""
"Female","215"
"Male","215"
"1",""
"Female","173"
"Male","214"
"10",""
"Female","352"
"Male","377"
"11",""
"Female","246"
"Male","237"
"12",""
"Female","378"
"Male","399"
"13",""
"Female","267"
"Male","273"
"14",""
"Female","269"
"Male","290"
"15",""
"Female","294"
"Male","307"
"16",""
"Female","321"
"Male","272"
"17",""
"Female","260"
"Male","194"
"18",""
"Female","363"
"Male","310"
"19",""
"Female","191"
"Male","124"
"2",""
"Female","236"
"Male","255"
"20",""
"Female","364"
"Male","287"
"21",""
"Female","172"
"Male","113"
"22",""
"Female","258"
"Male","234"
"23",""
"Female","171"
"Male","139"
"24",""
"Female","226"
"Male","152"
"25",""
"Female","302"
"Male","313"
"26",""
"Female","151"
"Male","129"
"27",""
"Female","131"
"Male","122"
"28",""
"Female","242"
"Male","198"
"29",""
"Female","102"
"Male","72"
"3",""
"Female","266"
"Male","262"
"30",""
"Female","371"
"Male","335"
"31",""
"Female","60"
"Male","52"
"32",""
"Female","158"
"Male","173"
"33",""
"Female","107"
"Male","74"
"34",""
"Female","131"
"Male","73"
"35",""
"Female","303"
"Male","389"
"36",""
"Female","81"
"Male","87"
"37",""
"Female","60"
"Male","55"
"38",""
"Female","130"
"Male","124"
"39",""
"Female","91"
"Male","43"
"4",""
"Female","287"
"Male","244"
"40",""
"Female","291"
"Male","330"
"41",""
"Female","42"
"Male","39"
"42",""
"Female","87"
"Male","108"
"43",""
"Female","76"
"Male","42"
"44",""
"Female","90"
"Male","36"
"45",""
"Female","222"
"Male","325"
"46",""
"Female","48"
"Male","70"
"47",""
"Female","37"
"Male","35"
"48",""
"Female","87"
"Male","89"
"49",""
"Female","42"
"Male","36"
"5",""
"Female","303"
"Male","245"
"50",""
"Female","153"
"Male","197"
"51",""
"Female","19"
"Male","29"
"52",""
"Female","52"
"Male","63"
"53",""
"Female","48"
"Male","28"
"54",""
"Female","39"
"Male","24"
"55",""
"Female","135"
"Male","163"
"56",""
"Female","30"
"Male","40"
"57",""
"Female","25"
"Male","25"
"58",""
"Female","58"
"Male","60"
"59",""
"Female","33"
"Male","19"
"6",""
"Female","288"
"Male","314"
"60",""
"Female","164"
"Male","210"
"61",""
"Female","14"
"Male","17"
"62",""
"Female","39"
"Male","38"
"63",""
"Female","18"
"Male","9"
"64",""
"Female","24"
"Male","13"
"65",""
"Female","119"
"Male","121"
"66",""
"Female","23"
"Male","30"
"67",""
"Female","17"
"Male","17"
"68",""
"Female","31"
"Male","38"
"69",""
"Female","6"
"Male","17"
"7",""
"Female","276"
"Male","288"
"70",""
"Female","91"
"Male","88"
"71",""
"Female","9"
"Male","14"
"72",""
"Female","14"
"Male","24"
"73",""
"Female","11"
"Male","4"
"74",""
"Female","9"
"Male","3"
"75",""
"Female","54"
"Male","33"
"76",""
"Female","6"
"Male","3"
"77",""
"Female","4"
"Male","6"
"78",""
"Female","3"
"Male","9"
"79",""
"Female","1"
"Male","0"
"8",""
"Female","341"
"Male","354"
"80",""
"Female","24"
"Male","25"
"81",""
"Female","2"
"Male","1"
"82",""
"Female","3"
"Male","1"
"83",""
"Female","0"
"Male","3"
"85",""
"Female","28"
"Male","25"
"9",""
"Female","218"
"Male","241"
