"Population by Educational Attainment","Number"
"Beginners",""
"Female","396"
"Male","460"
"Graduate and Equivalent",""
"Female","9"
"Male","34"
"Intermediate and Equivalent",""
"Female","69"
"Male","188"
"Level not Stated",""
"Female","43"
"Male","56"
"Lower Secondary (Class 6-8)",""
"Female","1202"
"Male","1766"
"Non Formal Education",""
"Female","367"
"Male","270"
"Others",""
"Female","2"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","4"
"Primary Education (1-5 Class)",""
"Female","2858"
"Male","3704"
"Secondary Level (Class 9-10)",""
"Female","465"
"Male","664"
"SLC and Equivalent",""
"Female","170"
"Male","294"
