"Population by Educational Attainment","Number"
"Beginners",""
"Female","381"
"Male","505"
"","886"
"Graduate and Equivalent",""
"Female","733"
"Male","2046"
"","2779"
"Intermediate and Equivalent",""
"Female","1675"
"Male","3128"
"","4803"
"Level not Stated",""
"Female","142"
"Male","175"
"","317"
"Lower Secondary (Class 6-8)",""
"Female","3495"
"Male","4438"
"","7933"
"Non Formal Education",""
"Female","156"
"Male","124"
"","280"
"Others",""
"Female","23"
"Male","42"
"","65"
"Post Graduate Equivalent and Above",""
"Female","126"
"Male","600"
"","726"
"Primary Education (1-5 Class)",""
"Female","6335"
"Male","7278"
"","13613"
"Secondary Level (Class 9-10)",""
"Female","2322"
"Male","3977"
"","6299"
"SLC and Equivalent",""
"Female","2191"
"Male","3433"
"","5624"
