"Population by disability type","Number"
"Blind/low vision",""
"Female","46"
"Male","59"
"","105"
"Deaf/hard of hearing",""
"Female","38"
"Male","41"
"","79"
"Deaf-Blind",""
"Female","8"
"Male","15"
"","23"
"Intellectual disable",""
"Female","11"
"Male","10"
"","21"
"Mental disable",""
"Female","22"
"Male","40"
"","62"
"Multiple disable",""
"Female","10"
"Male","22"
"","32"
"No disability",""
"Female","33027"
"Male","34663"
"","67690"
"Physical",""
"Female","116"
"Male","173"
"","289"
"Speech problem",""
"Female","26"
"Male","69"
"","95"
