"Population by Educational Attainment","Number"
"Beginners",""
"Female","206"
"Male","295"
"Graduate and Equivalent",""
"Female","43"
"Male","234"
"Intermediate and Equivalent",""
"Female","156"
"Male","458"
"Level not Stated",""
"Female","67"
"Male","128"
"Lower Secondary (Class 6-8)",""
"Female","946"
"Male","1579"
"Non Formal Education",""
"Female","91"
"Male","157"
"Others",""
"Female","2"
"Male","9"
"Post Graduate Equivalent and Above",""
"Female","8"
"Male","63"
"Primary Education (1-5 Class)",""
"Female","2420"
"Male","2969"
"Secondary Level (Class 9-10)",""
"Female","426"
"Male","1011"
"SLC and Equivalent",""
"Female","323"
"Male","792"
