"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","9"
"Male","8"
"Bantar/Sardar",""
"Female","65"
"Male","67"
"Baraee",""
"Female","144"
"Male","133"
"Brahman - Hill",""
"Female","70"
"Male","65"
"Brahman - Tarai",""
"Female","124"
"Male","127"
"Chamar/ Harijan/ Ram",""
"Female","697"
"Male","628"
"Chhetri",""
"Female","13"
"Male","14"
"Damai/Dholi",""
"Female","39"
"Male","41"
"Dhanuk",""
"Female","2851"
"Male","2709"
"Dhobi",""
"Female","136"
"Male","134"
"Dom",""
"Female","45"
"Male","38"
"Dusadh/ Pasawan/ Pasi",""
"Female","430"
"Male","426"
"Gharti/Bhujel",""
"Female","19"
"Male","22"
"Gurung",""
"Female","6"
"Male","8"
"Hajam/Thakur",""
"Female","314"
"Male","305"
"Halwai",""
"Female","279"
"Male","292"
"Kalwar",""
"Female","6"
"Male","11"
"Kami",""
"Female","33"
"Male","31"
"Kathabaniyan",""
"Female","342"
"Male","341"
"Kayastha",""
"Female","37"
"Male","32"
"Khatwe",""
"Female","587"
"Male","535"
"Kumhar",""
"Female","257"
"Male","246"
"Kurmi",""
"Female","9"
"Male","10"
"Limbu",""
"Female","74"
"Male","77"
"Magar",""
"Female","274"
"Male","274"
"Mali",""
"Female","36"
"Male","27"
"Mallaha",""
"Female","649"
"Male","626"
"Musahar",""
"Female","763"
"Male","779"
"Musalman",""
"Female","1233"
"Male","1211"
"Nuniya",""
"Female","45"
"Male","43"
"Others",""
"Female","40"
"Male","29"
"Rajdhob",""
"Female","76"
"Male","61"
"Rajput",""
"Female","251"
"Male","250"
"Sanyasi/Dasnami",""
"Female","44"
"Male","40"
"Sarki",""
"Female","9"
"Male","16"
"Sonar",""
"Female","8"
"Male","3"
"Tamang",""
"Female","10"
"Male","4"
"Tatma/Tatwa",""
"Female","376"
"Male","351"
"Teli",""
"Female","1040"
"Male","963"
"Terai Others",""
"Female","527"
"Male","543"
"Undefined Others",""
"Female","8"
"Male","10"
"Yadav",""
"Female","2997"
"Male","2957"
