"Population by Single Year of Age","Number"
"0",""
"Female","250"
"Male","224"
"1",""
"Female","179"
"Male","202"
"10",""
"Female","585"
"Male","598"
"11",""
"Female","273"
"Male","264"
"12",""
"Female","503"
"Male","438"
"13",""
"Female","273"
"Male","288"
"14",""
"Female","330"
"Male","327"
"15",""
"Female","330"
"Male","314"
"16",""
"Female","375"
"Male","368"
"17",""
"Female","176"
"Male","196"
"18",""
"Female","292"
"Male","354"
"19",""
"Female","139"
"Male","150"
"2",""
"Female","317"
"Male","323"
"20",""
"Female","330"
"Male","286"
"21",""
"Female","160"
"Male","117"
"22",""
"Female","300"
"Male","269"
"23",""
"Female","215"
"Male","128"
"24",""
"Female","177"
"Male","131"
"25",""
"Female","495"
"Male","453"
"26",""
"Female","167"
"Male","116"
"27",""
"Female","175"
"Male","133"
"28",""
"Female","313"
"Male","240"
"29",""
"Female","90"
"Male","64"
"3",""
"Female","383"
"Male","378"
"30",""
"Female","498"
"Male","483"
"31",""
"Female","65"
"Male","52"
"32",""
"Female","246"
"Male","194"
"33",""
"Female","181"
"Male","88"
"34",""
"Female","108"
"Male","56"
"35",""
"Female","462"
"Male","599"
"36",""
"Female","99"
"Male","98"
"37",""
"Female","96"
"Male","73"
"38",""
"Female","192"
"Male","142"
"39",""
"Female","72"
"Male","40"
"4",""
"Female","379"
"Male","366"
"40",""
"Female","410"
"Male","460"
"41",""
"Female","50"
"Male","58"
"42",""
"Female","130"
"Male","128"
"43",""
"Female","93"
"Male","53"
"44",""
"Female","82"
"Male","50"
"45",""
"Female","381"
"Male","440"
"46",""
"Female","51"
"Male","51"
"47",""
"Female","47"
"Male","61"
"48",""
"Female","156"
"Male","114"
"49",""
"Female","55"
"Male","37"
"5",""
"Female","498"
"Male","549"
"50",""
"Female","283"
"Male","340"
"51",""
"Female","63"
"Male","46"
"52",""
"Female","77"
"Male","81"
"53",""
"Female","63"
"Male","31"
"54",""
"Female","44"
"Male","25"
"55",""
"Female","229"
"Male","344"
"56",""
"Female","37"
"Male","33"
"57",""
"Female","37"
"Male","44"
"58",""
"Female","100"
"Male","77"
"59",""
"Female","32"
"Male","32"
"6",""
"Female","386"
"Male","416"
"60",""
"Female","271"
"Male","292"
"61",""
"Female","35"
"Male","32"
"62",""
"Female","62"
"Male","64"
"63",""
"Female","45"
"Male","14"
"64",""
"Female","34"
"Male","12"
"65",""
"Female","233"
"Male","264"
"66",""
"Female","28"
"Male","22"
"67",""
"Female","19"
"Male","20"
"68",""
"Female","37"
"Male","58"
"69",""
"Female","13"
"Male","10"
"7",""
"Female","424"
"Male","392"
"70",""
"Female","148"
"Male","164"
"71",""
"Female","17"
"Male","22"
"72",""
"Female","40"
"Male","15"
"73",""
"Female","14"
"Male","11"
"74",""
"Female","11"
"Male","8"
"75",""
"Female","77"
"Male","116"
"76",""
"Female","12"
"Male","12"
"77",""
"Female","9"
"Male","14"
"78",""
"Female","19"
"Male","12"
"79",""
"Female","3"
"Male","4"
"8",""
"Female","544"
"Male","575"
"80",""
"Female","23"
"Male","25"
"81",""
"Female","4"
"Male","3"
"82",""
"Female","3"
"Male","3"
"83",""
"Female","1"
"Male","0"
"84",""
"Female","1"
"Male","2"
"85",""
"Female","42"
"Male","30"
"9",""
"Female","274"
"Male","308"
