"Population by Single Year of Age","Number"
"0",""
"Female","58"
"Male","89"
"1",""
"Female","56"
"Male","58"
"10",""
"Female","102"
"Male","102"
"11",""
"Female","79"
"Male","74"
"12",""
"Female","121"
"Male","88"
"13",""
"Female","101"
"Male","68"
"14",""
"Female","99"
"Male","78"
"15",""
"Female","65"
"Male","69"
"16",""
"Female","86"
"Male","63"
"17",""
"Female","79"
"Male","58"
"18",""
"Female","81"
"Male","83"
"19",""
"Female","55"
"Male","56"
"2",""
"Female","57"
"Male","65"
"20",""
"Female","55"
"Male","51"
"21",""
"Female","50"
"Male","43"
"22",""
"Female","51"
"Male","65"
"23",""
"Female","50"
"Male","33"
"24",""
"Female","51"
"Male","54"
"25",""
"Female","66"
"Male","56"
"26",""
"Female","39"
"Male","53"
"27",""
"Female","32"
"Male","41"
"28",""
"Female","34"
"Male","40"
"29",""
"Female","32"
"Male","27"
"3",""
"Female","87"
"Male","80"
"30",""
"Female","66"
"Male","64"
"31",""
"Female","27"
"Male","25"
"32",""
"Female","29"
"Male","24"
"33",""
"Female","15"
"Male","27"
"34",""
"Female","31"
"Male","27"
"35",""
"Female","58"
"Male","49"
"36",""
"Female","42"
"Male","45"
"37",""
"Female","27"
"Male","24"
"38",""
"Female","35"
"Male","44"
"39",""
"Female","27"
"Male","20"
"4",""
"Female","75"
"Male","81"
"40",""
"Female","66"
"Male","54"
"41",""
"Female","29"
"Male","32"
"42",""
"Female","17"
"Male","29"
"43",""
"Female","27"
"Male","21"
"44",""
"Female","15"
"Male","19"
"45",""
"Female","55"
"Male","48"
"46",""
"Female","19"
"Male","17"
"47",""
"Female","24"
"Male","14"
"48",""
"Female","36"
"Male","36"
"49",""
"Female","29"
"Male","31"
"5",""
"Female","96"
"Male","89"
"50",""
"Female","51"
"Male","64"
"51",""
"Female","25"
"Male","22"
"52",""
"Female","20"
"Male","26"
"53",""
"Female","23"
"Male","18"
"54",""
"Female","18"
"Male","16"
"55",""
"Female","22"
"Male","40"
"56",""
"Female","19"
"Male","20"
"57",""
"Female","12"
"Male","17"
"58",""
"Female","30"
"Male","22"
"59",""
"Female","15"
"Male","22"
"6",""
"Female","95"
"Male","90"
"60",""
"Female","47"
"Male","39"
"61",""
"Female","28"
"Male","21"
"62",""
"Female","17"
"Male","17"
"63",""
"Female","16"
"Male","11"
"64",""
"Female","11"
"Male","13"
"65",""
"Female","39"
"Male","37"
"66",""
"Female","17"
"Male","8"
"67",""
"Female","8"
"Male","10"
"68",""
"Female","15"
"Male","18"
"69",""
"Female","6"
"Male","7"
"7",""
"Female","87"
"Male","68"
"70",""
"Female","22"
"Male","16"
"71",""
"Female","11"
"Male","12"
"72",""
"Female","6"
"Male","11"
"73",""
"Female","8"
"Male","9"
"74",""
"Female","6"
"Male","2"
"75",""
"Female","15"
"Male","13"
"76",""
"Female","5"
"Male","9"
"77",""
"Female","7"
"Male","3"
"78",""
"Female","9"
"Male","3"
"79",""
"Female","3"
"Male","1"
"8",""
"Female","94"
"Male","81"
"80",""
"Female","8"
"Male","7"
"81",""
"Female","5"
"Male","3"
"82",""
"Female","0"
"Male","6"
"83",""
"Female","3"
"Male","2"
"84",""
"Female","3"
"Male","2"
"85",""
"Female","9"
"Male","4"
"9",""
"Female","106"
"Male","100"
