"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","11"
"Male","42"
"Badi",""
"Female","3721"
"Male","3152"
"Bangali",""
"Female","123"
"Male","297"
"Bantaba",""
"Female","12"
"Male","10"
"Baraee",""
"Female","46"
"Male","89"
"Bhote",""
"Female","251"
"Male","224"
"Bin",""
"Female","0"
"Male","26"
"Bote",""
"Female","2027"
"Male","1886"
"Brahman - Hill",""
"Female","279327"
"Male","231516"
"Brahman - Tarai",""
"Female","243"
"Male","263"
"Brahmu/ Baramo",""
"Female","3785"
"Male","3069"
"Chamar/ Harijan/ Ram",""
"Female","123"
"Male","218"
"Chamling",""
"Female","5"
"Male","10"
"Chepang /Praja",""
"Female","2072"
"Male","1965"
"Chhantyal/Chhantel",""
"Female","4846"
"Male","4043"
"Chhetri",""
"Female","176321"
"Male","139179"
"Dalit Others",""
"Female","2706"
"Male","2272"
"Damai/Dholi",""
"Female","51219"
"Male","41103"
"Danuwar",""
"Female","36"
"Male","40"
"Darai",""
"Female","3760"
"Male","3124"
"Dhanuk",""
"Female","27"
"Male","73"
"Dhimal",""
"Female","20"
"Male","22"
"Dhobi",""
"Female","39"
"Male","69"
"Dura",""
"Female","2477"
"Male","1898"
"Dusadh/ Pasawan/ Pasi",""
"Female","15"
"Male","46"
"Foreigner",""
"Female","112"
"Male","248"
"Gaine",""
"Female","802"
"Male","721"
"Ghale",""
"Female","3508"
"Male","2984"
"Gharti/Bhujel",""
"Female","16668"
"Male","13880"
"Gurung",""
"Female","151036"
"Male","120444"
"Hajam/Thakur",""
"Female","262"
"Male","612"
"Halwai",""
"Female","286"
"Male","431"
"Hyolmo",""
"Female","265"
"Male","204"
"Jhangad/ Dhagar",""
"Female","21"
"Male","37"
"Jirel",""
"Female","19"
"Male","13"
"Kahar",""
"Female","36"
"Male","41"
"Kalwar",""
"Female","375"
"Male","649"
"Kamar",""
"Female","47"
"Male","38"
"Kami",""
"Female","115902"
"Male","92191"
"Kanu",""
"Female","35"
"Male","165"
"Kathabaniyan",""
"Female","701"
"Male","902"
"Kayastha",""
"Female","209"
"Male","193"
"Kewat",""
"Female","12"
"Male","20"
"Khatwe",""
"Female","6"
"Male","9"
"Khawas",""
"Female","557"
"Male","417"
"Kisan",""
"Female","363"
"Male","270"
"Koiri/Kushwaha",""
"Female","264"
"Male","410"
"Kulung",""
"Female","0"
"Male","12"
"Kumal",""
"Female","19823"
"Male","16101"
"Kumhar",""
"Female","46"
"Male","64"
"Kurmi",""
"Female","139"
"Male","293"
"Lhomi",""
"Female","9"
"Male","5"
"Lhopa",""
"Female","1251"
"Male","1041"
"Limbu",""
"Female","426"
"Male","440"
"Lodh",""
"Female","14"
"Male","7"
"Lohar",""
"Female","25"
"Male","60"
"Magar",""
"Female","250785"
"Male","200861"
"Majhi",""
"Female","1594"
"Male","1583"
"Mali",""
"Female","17"
"Male","18"
"Mallaha",""
"Female","147"
"Male","232"
"Marwadi",""
"Female","83"
"Male","120"
"Musahar",""
"Female","495"
"Male","498"
"Musalman",""
"Female","8473"
"Male","9004"
"Newar",""
"Female","55262"
"Male","46337"
"Nuniya",""
"Female","26"
"Male","137"
"Others",""
"Female","2308"
"Male","2588"
"Pahari",""
"Female","4"
"Male","7"
"Pattharkatta/ Kushwadiya",""
"Female","13"
"Male","14"
"Punjabi/Sikh",""
"Female","10"
"Male","15"
"Rai",""
"Female","2940"
"Male","3005"
"Rajbansi",""
"Female","18"
"Male","33"
"Rajbhar",""
"Female","15"
"Male","10"
"Rajdhob",""
"Female","4"
"Male","25"
"Rajput",""
"Female","41"
"Male","57"
"Sanyasi/Dasnami",""
"Female","9363"
"Male","7720"
"Sarki",""
"Female","55159"
"Male","43483"
"Satar/ Santhal",""
"Female","41"
"Male","35"
"Sherpa",""
"Female","305"
"Male","351"
"Sonar",""
"Female","488"
"Male","460"
"Sudhi",""
"Female","23"
"Male","39"
"Sunuwar",""
"Female","395"
"Male","367"
"Tamang",""
"Female","25708"
"Male","23114"
"Tatma/Tatwa",""
"Female","14"
"Male","24"
"Teli",""
"Female","408"
"Male","918"
"Terai Others",""
"Female","487"
"Male","532"
"Thakali",""
"Female","3579"
"Male","3077"
"Thakuri",""
"Female","21734"
"Male","17050"
"Thami",""
"Female","6"
"Male","7"
"Tharu",""
"Female","20928"
"Male","19431"
"Undefined Others",""
"Female","193"
"Male","170"
"Yadav",""
"Female","366"
"Male","588"
"Yakkha",""
"Female","16"
"Male","27"
