"Population by Educational Attainment","Number"
"Beginners",""
"Female","370"
"Male","415"
"","785"
"Graduate and Equivalent",""
"Female","36"
"Male","157"
"","193"
"Intermediate and Equivalent",""
"Female","148"
"Male","437"
"","585"
"Level not Stated",""
"Female","22"
"Male","26"
"","48"
"Lower Secondary (Class 6-8)",""
"Female","1471"
"Male","2136"
"","3607"
"Non Formal Education",""
"Female","49"
"Male","50"
"","99"
"Others",""
"Female","1"
"Male","3"
"","4"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","40"
"","46"
"Primary Education (1-5 Class)",""
"Female","3781"
"Male","4985"
"","8766"
"Secondary Level (Class 9-10)",""
"Female","707"
"Male","1187"
"","1894"
"SLC and Equivalent",""
"Female","570"
"Male","942"
"","1512"
