"Population by Single Year of Age","Number"
"0",""
"Female","265"
"Male","295"
"1",""
"Female","215"
"Male","224"
"10",""
"Female","536"
"Male","496"
"11",""
"Female","402"
"Male","358"
"12",""
"Female","584"
"Male","587"
"13",""
"Female","504"
"Male","481"
"14",""
"Female","596"
"Male","537"
"15",""
"Female","511"
"Male","433"
"16",""
"Female","590"
"Male","504"
"17",""
"Female","473"
"Male","362"
"18",""
"Female","590"
"Male","549"
"19",""
"Female","339"
"Male","271"
"2",""
"Female","267"
"Male","326"
"20",""
"Female","569"
"Male","343"
"21",""
"Female","305"
"Male","217"
"22",""
"Female","446"
"Male","345"
"23",""
"Female","299"
"Male","218"
"24",""
"Female","329"
"Male","249"
"25",""
"Female","456"
"Male","341"
"26",""
"Female","293"
"Male","229"
"27",""
"Female","286"
"Male","234"
"28",""
"Female","365"
"Male","315"
"29",""
"Female","156"
"Male","150"
"3",""
"Female","363"
"Male","311"
"30",""
"Female","465"
"Male","367"
"31",""
"Female","151"
"Male","132"
"32",""
"Female","289"
"Male","232"
"33",""
"Female","193"
"Male","130"
"34",""
"Female","199"
"Male","135"
"35",""
"Female","432"
"Male","436"
"36",""
"Female","162"
"Male","170"
"37",""
"Female","131"
"Male","96"
"38",""
"Female","275"
"Male","198"
"39",""
"Female","120"
"Male","106"
"4",""
"Female","353"
"Male","367"
"40",""
"Female","405"
"Male","349"
"41",""
"Female","93"
"Male","109"
"42",""
"Female","215"
"Male","152"
"43",""
"Female","132"
"Male","99"
"44",""
"Female","132"
"Male","98"
"45",""
"Female","302"
"Male","341"
"46",""
"Female","124"
"Male","102"
"47",""
"Female","76"
"Male","90"
"48",""
"Female","164"
"Male","130"
"49",""
"Female","71"
"Male","47"
"5",""
"Female","359"
"Male","399"
"50",""
"Female","239"
"Male","255"
"51",""
"Female","59"
"Male","61"
"52",""
"Female","111"
"Male","102"
"53",""
"Female","78"
"Male","58"
"54",""
"Female","81"
"Male","49"
"55",""
"Female","200"
"Male","203"
"56",""
"Female","87"
"Male","74"
"57",""
"Female","65"
"Male","54"
"58",""
"Female","104"
"Male","87"
"59",""
"Female","50"
"Male","55"
"6",""
"Female","370"
"Male","385"
"60",""
"Female","242"
"Male","206"
"61",""
"Female","72"
"Male","64"
"62",""
"Female","81"
"Male","65"
"63",""
"Female","65"
"Male","47"
"64",""
"Female","41"
"Male","43"
"65",""
"Female","185"
"Male","143"
"66",""
"Female","35"
"Male","46"
"67",""
"Female","35"
"Male","42"
"68",""
"Female","62"
"Male","57"
"69",""
"Female","29"
"Male","31"
"7",""
"Female","375"
"Male","426"
"70",""
"Female","111"
"Male","109"
"71",""
"Female","24"
"Male","26"
"72",""
"Female","47"
"Male","57"
"73",""
"Female","20"
"Male","27"
"74",""
"Female","11"
"Male","8"
"75",""
"Female","59"
"Male","61"
"76",""
"Female","11"
"Male","12"
"77",""
"Female","8"
"Male","10"
"78",""
"Female","8"
"Male","16"
"79",""
"Female","6"
"Male","6"
"8",""
"Female","445"
"Male","443"
"80",""
"Female","40"
"Male","25"
"81",""
"Female","5"
"Male","10"
"82",""
"Female","4"
"Male","5"
"83",""
"Female","4"
"Male","5"
"84",""
"Female","3"
"Male","7"
"85",""
"Female","34"
"Male","30"
"9",""
"Female","355"
"Male","372"
