"Population by disability type","Number"
"Blind/low vision",""
"Female","30"
"Male","56"
"","86"
"Deaf/hard of hearing",""
"Female","49"
"Male","48"
"","97"
"Deaf-Blind",""
"Female","8"
"Male","3"
"","11"
"Intellectual disable",""
"Female","10"
"Male","8"
"","18"
"Mental disable",""
"Female","10"
"Male","9"
"","19"
"Multiple disable",""
"Female","20"
"Male","26"
"","46"
"No disability",""
"Female","12779"
"Male","11945"
"","24724"
"Physical",""
"Female","95"
"Male","150"
"","245"
"Speech problem",""
"Female","42"
"Male","34"
"","76"
