"Population by Educational Attainment","Number"
"Beginners",""
"Female","228"
"Male","281"
"","509"
"Graduate and Equivalent",""
"Female","36"
"Male","67"
"","103"
"Intermediate and Equivalent",""
"Female","208"
"Male","254"
"","462"
"Level not Stated",""
"Female","12"
"Male","14"
"","26"
"Lower Secondary (Class 6-8)",""
"Female","1682"
"Male","1651"
"","3333"
"Non Formal Education",""
"Female","417"
"Male","473"
"","890"
"Others",""
"Female","7"
"Male","12"
"","19"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","23"
"","25"
"Primary Education (1-5 Class)",""
"Female","3803"
"Male","4745"
"","8548"
"Secondary Level (Class 9-10)",""
"Female","704"
"Male","601"
"","1305"
"SLC and Equivalent",""
"Female","434"
"Male","524"
"","958"
