"Population by Educational Attainment","Number"
"Beginners",""
"Female","126"
"Male","162"
"","288"
"Graduate and Equivalent",""
"Female","10"
"Male","52"
"","62"
"Intermediate and Equivalent",""
"Female","202"
"Male","197"
"","399"
"Level not Stated",""
"Female","66"
"Male","108"
"","174"
"Lower Secondary (Class 6-8)",""
"Female","1371"
"Male","1375"
"","2746"
"Non Formal Education",""
"Female","200"
"Male","281"
"","481"
"Others",""
"Female","4"
"Male","2"
"","6"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","19"
"","19"
"Primary Education (1-5 Class)",""
"Female","2443"
"Male","2967"
"","5410"
"Secondary Level (Class 9-10)",""
"Female","635"
"Male","626"
"","1261"
"SLC and Equivalent",""
"Female","319"
"Male","387"
"","706"
