"Population by Educational Attainment","Number"
"Beginners",""
"Female","273"
"Male","302"
"","575"
"Graduate and Equivalent",""
"Female","54"
"Male","153"
"","207"
"Intermediate and Equivalent",""
"Female","270"
"Male","396"
"","666"
"Level not Stated",""
"Female","32"
"Male","20"
"","52"
"Lower Secondary (Class 6-8)",""
"Female","1866"
"Male","1820"
"","3686"
"Non Formal Education",""
"Female","589"
"Male","506"
"","1095"
"Others",""
"Female","13"
"Male","3"
"","16"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","41"
"","46"
"Primary Education (1-5 Class)",""
"Female","4161"
"Male","4217"
"","8378"
"Secondary Level (Class 9-10)",""
"Female","844"
"Male","968"
"","1812"
"SLC and Equivalent",""
"Female","670"
"Male","814"
"","1484"
