"Population by Educational Attainment","Number"
"Beginners",""
"Female","438"
"Male","388"
"Graduate and Equivalent",""
"Female","82"
"Male","365"
"Intermediate and Equivalent",""
"Female","457"
"Male","687"
"Level not Stated",""
"Female","21"
"Male","28"
"Lower Secondary (Class 6-8)",""
"Female","2450"
"Male","2808"
"Non Formal Education",""
"Female","497"
"Male","226"
"Others",""
"Female","11"
"Male","11"
"Post Graduate Equivalent and Above",""
"Female","17"
"Male","166"
"Primary Education (1-5 Class)",""
"Female","4564"
"Male","4873"
"Secondary Level (Class 9-10)",""
"Female","1275"
"Male","1699"
"SLC and Equivalent",""
"Female","737"
"Male","1104"
