"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","11"
"Male","8"
"Bote",""
"Female","129"
"Male","129"
"Brahman - Hill",""
"Female","7647"
"Male","6742"
"Brahman - Tarai",""
"Female","13"
"Male","14"
"Brahmu/ Baramo",""
"Female","11"
"Male","9"
"Chamar/ Harijan/ Ram",""
"Female","13"
"Male","24"
"Chepang /Praja",""
"Female","136"
"Male","141"
"Chhetri",""
"Female","4339"
"Male","3592"
"Damai/Dholi",""
"Female","518"
"Male","432"
"Darai",""
"Female","1585"
"Male","1348"
"Dhanuk",""
"Female","8"
"Male","15"
"Dhobi",""
"Female","4"
"Male","7"
"Dusadh/ Pasawan/ Pasi",""
"Female","60"
"Male","67"
"Gaine",""
"Female","76"
"Male","83"
"Ghale",""
"Female","32"
"Male","24"
"Gharti/Bhujel",""
"Female","126"
"Male","104"
"Gurung",""
"Female","860"
"Male","695"
"Hajam/Thakur",""
"Female","13"
"Male","24"
"Halwai",""
"Female","15"
"Male","35"
"Kalwar",""
"Female","32"
"Male","46"
"Kami",""
"Female","921"
"Male","761"
"Kanu",""
"Female","141"
"Male","170"
"Kathabaniyan",""
"Female","13"
"Male","17"
"Kayastha",""
"Female","7"
"Male","8"
"Koiri/Kushwaha",""
"Female","28"
"Male","32"
"Kumal",""
"Female","100"
"Male","90"
"Kumhar",""
"Female","7"
"Male","5"
"Kurmi",""
"Female","3"
"Male","13"
"Limbu",""
"Female","6"
"Male","5"
"Lohar",""
"Female","7"
"Male","15"
"Magar",""
"Female","1301"
"Male","1101"
"Majhi",""
"Female","44"
"Male","54"
"Mallaha",""
"Female","16"
"Male","39"
"Marwadi",""
"Female","4"
"Male","10"
"Musahar",""
"Female","54"
"Male","48"
"Musalman",""
"Female","277"
"Male","401"
"Newar",""
"Female","1189"
"Male","1080"
"Others",""
"Female","19"
"Male","43"
"Rai",""
"Female","67"
"Male","62"
"Rajput",""
"Female","7"
"Male","10"
"Sanyasi/Dasnami",""
"Female","166"
"Male","135"
"Sarki",""
"Female","135"
"Male","156"
"Sonar",""
"Female","13"
"Male","7"
"Sunuwar",""
"Female","7"
"Male","10"
"Tamang",""
"Female","1336"
"Male","1100"
"Tatma/Tatwa",""
"Female","10"
"Male","10"
"Teli",""
"Female","36"
"Male","96"
"Terai Others",""
"Female","28"
"Male","27"
"Thakuri",""
"Female","97"
"Male","72"
"Thami",""
"Female","11"
"Male","6"
"Tharu",""
"Female","8310"
"Male","6907"
"Undefined Others",""
"Female","6"
"Male","5"
"Yadav",""
"Female","25"
"Male","41"
