"Population by Educational Attainment","Number"
"Beginners",""
"Female","381"
"Male","466"
"Graduate and Equivalent",""
"Female","361"
"Male","511"
"Intermediate and Equivalent",""
"Female","1447"
"Male","1511"
"Level not Stated",""
"Female","91"
"Male","101"
"Lower Secondary (Class 6-8)",""
"Female","4881"
"Male","4515"
"Non Formal Education",""
"Female","1029"
"Male","785"
"Others",""
"Female","12"
"Male","14"
"Post Graduate Equivalent and Above",""
"Female","61"
"Male","172"
"Primary Education (1-5 Class)",""
"Female","5887"
"Male","6252"
"Secondary Level (Class 9-10)",""
"Female","2793"
"Male","2845"
"SLC and Equivalent",""
"Female","2309"
"Male","2637"
