"Population by Educational Attainment","Number"
"Beginners",""
"Female","1905"
"Male","2185"
"Graduate and Equivalent",""
"Female","219"
"Male","798"
"Intermediate and Equivalent",""
"Female","1173"
"Male","1694"
"Level not Stated",""
"Female","135"
"Male","126"
"Lower Secondary (Class 6-8)",""
"Female","12216"
"Male","12551"
"Non Formal Education",""
"Female","3933"
"Male","3766"
"Others",""
"Female","43"
"Male","40"
"Post Graduate Equivalent and Above",""
"Female","35"
"Male","238"
"Primary Education (1-5 Class)",""
"Female","24021"
"Male","26200"
"Secondary Level (Class 9-10)",""
"Female","6190"
"Male","7090"
"SLC and Equivalent",""
"Female","5292"
"Male","5939"
