"Population by Educational Attainment","Number"
"Beginners",""
"Female","525"
"Male","589"
"","1114"
"Graduate and Equivalent",""
"Female","71"
"Male","208"
"","279"
"Intermediate and Equivalent",""
"Female","352"
"Male","567"
"","919"
"Level not Stated",""
"Female","17"
"Male","17"
"","34"
"Lower Secondary (Class 6-8)",""
"Female","2114"
"Male","2990"
"","5104"
"Non Formal Education",""
"Female","99"
"Male","149"
"","248"
"Others",""
"Female","6"
"Male","7"
"","13"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","52"
"","57"
"Primary Education (1-5 Class)",""
"Female","4774"
"Male","5785"
"","10559"
"Secondary Level (Class 9-10)",""
"Female","1030"
"Male","1649"
"","2679"
"SLC and Equivalent",""
"Female","1016"
"Male","1710"
"","2726"
