"Population by disability type","Number"
"Blind/low vision",""
"Female","64"
"Male","90"
"","154"
"Deaf/hard of hearing",""
"Female","31"
"Male","40"
"","71"
"Deaf-Blind",""
"Female","5"
"Male","6"
"","11"
"Intellectual disable",""
"Female","11"
"Male","9"
"","20"
"Mental disable",""
"Female","19"
"Male","18"
"","37"
"Multiple disable",""
"Female","21"
"Male","22"
"","43"
"No disability",""
"Female","22459"
"Male","20949"
"","43408"
"Physical",""
"Female","83"
"Male","119"
"","202"
"Speech problem",""
"Female","37"
"Male","52"
"","89"
