"Population by disability type","Number"
"Blind/low vision",""
"Female","65"
"Male","65"
"","130"
"Deaf/hard of hearing",""
"Female","64"
"Male","64"
"","128"
"Deaf-Blind",""
"Female","3"
"Male","7"
"","10"
"Intellectual disable",""
"Female","37"
"Male","25"
"","62"
"Mental disable",""
"Female","48"
"Male","40"
"","88"
"Multiple disable",""
"Female","22"
"Male","30"
"","52"
"No disability",""
"Female","27131"
"Male","22294"
"","49425"
"Physical",""
"Female","168"
"Male","227"
"","395"
"Speech problem",""
"Female","51"
"Male","64"
"","115"
