"Population by Caste Ethinicity","Number"
"Badi",""
"Female","15"
"Male","14"
"","29"
"Bote",""
"Female","94"
"Male","80"
"","174"
"Brahman - Hill",""
"Female","7692"
"Male","6484"
"","14176"
"Chhetri",""
"Female","4003"
"Male","3288"
"","7291"
"Dalit Others",""
"Female","15"
"Male","23"
"","38"
"Damai/Dholi",""
"Female","617"
"Male","539"
"","1156"
"Foreigner",""
"Female","21"
"Male","18"
"","39"
"Gaine",""
"Female","95"
"Male","98"
"","193"
"Gharti/Bhujel",""
"Female","69"
"Male","56"
"","125"
"Gurung",""
"Female","91"
"Male","75"
"","166"
"Hajam/Thakur",""
"Female","10"
"Male","31"
"","41"
"Halwai",""
"Female","6"
"Male","16"
"","22"
"Kalwar",""
"Female","4"
"Male","10"
"","14"
"Kami",""
"Female","1919"
"Male","1432"
"","3351"
"Kathabaniyan",""
"Female","49"
"Male","85"
"","134"
"Kayastha",""
"Female","4"
"Male","11"
"","15"
"Kumal",""
"Female","316"
"Male","235"
"","551"
"Limbu",""
"Female","7"
"Male","7"
"","14"
"Magar",""
"Female","9062"
"Male","7163"
"","16225"
"Majhi",""
"Female","6"
"Male","7"
"","13"
"Musalman",""
"Female","167"
"Male","234"
"","401"
"Newar",""
"Female","1749"
"Male","1526"
"","3275"
"Others",""
"Female","38"
"Male","47"
"","85"
"Rai",""
"Female","50"
"Male","43"
"","93"
"Sanyasi/Dasnami",""
"Female","63"
"Male","57"
"","120"
"Sarki",""
"Female","1013"
"Male","835"
"","1848"
"Tamang",""
"Female","36"
"Male","40"
"","76"
"Teli",""
"Female","5"
"Male","7"
"","12"
"Terai Others",""
"Female","16"
"Male","19"
"","35"
"Thakali",""
"Female","18"
"Male","14"
"","32"
"Thakuri",""
"Female","262"
"Male","195"
"","457"
"Tharu",""
"Female","71"
"Male","117"
"","188"
"Yadav",""
"Female","6"
"Male","10"
"","16"
