"Population by disability type","Number"
"Blind/low vision",""
"Female","544"
"Male","653"
"","1197"
"Deaf/hard of hearing",""
"Female","547"
"Male","723"
"","1270"
"Deaf-Blind",""
"Female","51"
"Male","66"
"","117"
"Intellectual disable",""
"Female","110"
"Male","102"
"","212"
"Mental disable",""
"Female","331"
"Male","262"
"","593"
"Multiple disable",""
"Female","364"
"Male","419"
"","783"
"No disability",""
"Female","145418"
"Male","134891"
"","280309"
"Physical",""
"Female","1120"
"Male","1537"
"","2657"
"Speech problem",""
"Female","358"
"Male","436"
"","794"
