"Population by Educational Attainment","Number"
"Beginners",""
"Female","1901"
"Male","2075"
"","3976"
"Graduate and Equivalent",""
"Female","1108"
"Male","2266"
"","3374"
"Intermediate and Equivalent",""
"Female","4468"
"Male","5134"
"","9602"
"Level not Stated",""
"Female","696"
"Male","868"
"","1564"
"Lower Secondary (Class 6-8)",""
"Female","24655"
"Male","24257"
"","48912"
"Non Formal Education",""
"Female","6747"
"Male","7018"
"","13765"
"Others",""
"Female","20"
"Male","24"
"","44"
"Post Graduate Equivalent and Above",""
"Female","181"
"Male","672"
"","853"
"Primary Education (1-5 Class)",""
"Female","36034"
"Male","42120"
"","78154"
"Secondary Level (Class 9-10)",""
"Female","15035"
"Male","14784"
"","29819"
"SLC and Equivalent",""
"Female","10184"
"Male","9883"
"","20067"
