"Population by Caste Ethinicity","Number"
"Badi",""
"Female","34"
"Male","18"
"","52"
"Bahing",""
"Female","20"
"Male","19"
"","39"
"Bangali",""
"Female","18"
"Male","31"
"","49"
"Bantaba",""
"Female","158"
"Male","144"
"","302"
"Baraee",""
"Female","12"
"Male","12"
"","24"
"Bhote",""
"Female","137"
"Male","127"
"","264"
"Bote",""
"Female","5"
"Male","7"
"","12"
"Brahman - Hill",""
"Female","20730"
"Male","19313"
"","40043"
"Brahman - Tarai",""
"Female","8"
"Male","10"
"","18"
"Chamar/ Harijan/ Ram",""
"Female","7"
"Male","4"
"","11"
"Chamling",""
"Female","61"
"Male","58"
"","119"
"Chepang /Praja",""
"Female","6"
"Male","5"
"","11"
"Chhetri",""
"Female","20451"
"Male","18801"
"","39252"
"Dalit Others",""
"Female","98"
"Male","96"
"","194"
"Damai/Dholi",""
"Female","2353"
"Male","2147"
"","4500"
"Danuwar",""
"Female","31"
"Male","31"
"","62"
"Dhimal",""
"Female","44"
"Male","49"
"","93"
"Foreigner",""
"Female","12"
"Male","9"
"","21"
"Ghale",""
"Female","16"
"Male","10"
"","26"
"Gharti/Bhujel",""
"Female","1069"
"Male","1056"
"","2125"
"Gurung",""
"Female","4391"
"Male","3898"
"","8289"
"Hajam/Thakur",""
"Female","47"
"Male","64"
"","111"
"Halkhor",""
"Female","8"
"Male","6"
"","14"
"Halwai",""
"Female","89"
"Male","89"
"","178"
"Hayu",""
"Female","14"
"Male","17"
"","31"
"Hyolmo",""
"Female","702"
"Male","623"
"","1325"
"Jhangad/ Dhagar",""
"Female","28"
"Male","31"
"","59"
"Kami",""
"Female","5124"
"Male","4705"
"","9829"
"Kathabaniyan",""
"Female","19"
"Male","17"
"","36"
"Kayastha",""
"Female","13"
"Male","12"
"","25"
"Kewat",""
"Female","33"
"Male","33"
"","66"
"Khawas",""
"Female","35"
"Male","27"
"","62"
"Koiri/Kushwaha",""
"Female","10"
"Male","2"
"","12"
"Kulung",""
"Female","193"
"Male","202"
"","395"
"Kumal",""
"Female","314"
"Male","297"
"","611"
"Lepcha",""
"Female","1368"
"Male","1447"
"","2815"
"Limbu",""
"Female","23648"
"Male","21745"
"","45393"
"Lohar",""
"Female","25"
"Male","22"
"","47"
"Loharung",""
"Female","15"
"Male","8"
"","23"
"Magar",""
"Female","7763"
"Male","7090"
"","14853"
"Majhi",""
"Female","69"
"Male","55"
"","124"
"Mali",""
"Female","11"
"Male","12"
"","23"
"Marwadi",""
"Female","100"
"Male","137"
"","237"
"Mewahang Bala",""
"Female","17"
"Male","11"
"","28"
"Musahar",""
"Female","13"
"Male","17"
"","30"
"Musalman",""
"Female","61"
"Male","123"
"","184"
"Newar",""
"Female","5416"
"Male","5112"
"","10528"
"Others",""
"Female","402"
"Male","446"
"","848"
"Pattharkatta/ Kushwadiya",""
"Female","63"
"Male","65"
"","128"
"Punjabi/Sikh",""
"Female","17"
"Male","20"
"","37"
"Rai",""
"Female","35163"
"Male","33499"
"","68662"
"Rajbansi",""
"Female","38"
"Male","42"
"","80"
"Samgpang",""
"Female","90"
"Male","74"
"","164"
"Sanyasi/Dasnami",""
"Female","1089"
"Male","973"
"","2062"
"Sarki",""
"Female","621"
"Male","590"
"","1211"
"Satar/ Santhal",""
"Female","11"
"Male","9"
"","20"
"Sherpa",""
"Female","1819"
"Male","1737"
"","3556"
"Sunuwar",""
"Female","2002"
"Male","1862"
"","3864"
"Tajpuriya",""
"Female","7"
"Male","7"
"","14"
"Tamang",""
"Female","10367"
"Male","9682"
"","20049"
"Teli",""
"Female","86"
"Male","86"
"","172"
"Terai Others",""
"Female","56"
"Male","58"
"","114"
"Thakali",""
"Female","11"
"Male","1"
"","12"
"Thakuri",""
"Female","72"
"Male","76"
"","148"
"Thami",""
"Female","440"
"Male","489"
"","929"
"Tharu",""
"Female","75"
"Male","75"
"","150"
"Thulung",""
"Female","26"
"Male","31"
"","57"
"Undefined Others",""
"Female","435"
"Male","454"
"","889"
"Yadav",""
"Female","31"
"Male","23"
"","54"
"Yakkha",""
"Female","873"
"Male","797"
"","1670"
"Yamphu",""
"Female","253"
"Male","244"
"","497"
