"Population by Single Year of Age","Number"
"0",""
"Female","240"
"Male","217"
"1",""
"Female","251"
"Male","256"
"10",""
"Female","339"
"Male","361"
"11",""
"Female","316"
"Male","303"
"12",""
"Female","360"
"Male","349"
"13",""
"Female","325"
"Male","302"
"14",""
"Female","349"
"Male","311"
"15",""
"Female","333"
"Male","282"
"16",""
"Female","288"
"Male","238"
"17",""
"Female","288"
"Male","194"
"18",""
"Female","258"
"Male","208"
"19",""
"Female","208"
"Male","110"
"2",""
"Female","238"
"Male","274"
"20",""
"Female","220"
"Male","93"
"21",""
"Female","201"
"Male","75"
"22",""
"Female","253"
"Male","97"
"23",""
"Female","157"
"Male","74"
"24",""
"Female","181"
"Male","81"
"25",""
"Female","209"
"Male","86"
"26",""
"Female","162"
"Male","54"
"27",""
"Female","160"
"Male","71"
"28",""
"Female","187"
"Male","69"
"29",""
"Female","100"
"Male","47"
"3",""
"Female","269"
"Male","280"
"30",""
"Female","229"
"Male","86"
"31",""
"Female","91"
"Male","56"
"32",""
"Female","154"
"Male","59"
"33",""
"Female","90"
"Male","67"
"34",""
"Female","122"
"Male","58"
"35",""
"Female","235"
"Male","105"
"36",""
"Female","128"
"Male","58"
"37",""
"Female","102"
"Male","63"
"38",""
"Female","127"
"Male","69"
"39",""
"Female","99"
"Male","55"
"4",""
"Female","355"
"Male","308"
"40",""
"Female","226"
"Male","113"
"41",""
"Female","72"
"Male","53"
"42",""
"Female","131"
"Male","91"
"43",""
"Female","76"
"Male","69"
"44",""
"Female","84"
"Male","55"
"45",""
"Female","170"
"Male","114"
"46",""
"Female","91"
"Male","84"
"47",""
"Female","93"
"Male","61"
"48",""
"Female","99"
"Male","87"
"49",""
"Female","91"
"Male","76"
"5",""
"Female","265"
"Male","317"
"50",""
"Female","173"
"Male","122"
"51",""
"Female","70"
"Male","83"
"52",""
"Female","88"
"Male","101"
"53",""
"Female","78"
"Male","49"
"54",""
"Female","85"
"Male","73"
"55",""
"Female","121"
"Male","107"
"56",""
"Female","102"
"Male","83"
"57",""
"Female","68"
"Male","58"
"58",""
"Female","72"
"Male","65"
"59",""
"Female","48"
"Male","51"
"6",""
"Female","324"
"Male","305"
"60",""
"Female","142"
"Male","106"
"61",""
"Female","62"
"Male","75"
"62",""
"Female","82"
"Male","66"
"63",""
"Female","47"
"Male","49"
"64",""
"Female","36"
"Male","38"
"65",""
"Female","93"
"Male","77"
"66",""
"Female","52"
"Male","41"
"67",""
"Female","59"
"Male","54"
"68",""
"Female","60"
"Male","58"
"69",""
"Female","17"
"Male","42"
"7",""
"Female","333"
"Male","327"
"70",""
"Female","76"
"Male","68"
"71",""
"Female","39"
"Male","30"
"72",""
"Female","36"
"Male","40"
"73",""
"Female","22"
"Male","35"
"74",""
"Female","14"
"Male","24"
"75",""
"Female","40"
"Male","46"
"76",""
"Female","22"
"Male","29"
"77",""
"Female","12"
"Male","20"
"78",""
"Female","22"
"Male","28"
"79",""
"Female","13"
"Male","15"
"8",""
"Female","349"
"Male","319"
"80",""
"Female","23"
"Male","26"
"81",""
"Female","11"
"Male","19"
"82",""
"Female","11"
"Male","14"
"83",""
"Female","3"
"Male","14"
"84",""
"Female","11"
"Male","9"
"85",""
"Female","47"
"Male","44"
"9",""
"Female","316"
"Male","301"
