"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","104"
"Male","100"
"Baraee",""
"Female","15"
"Male","13"
"Bin",""
"Female","621"
"Male","692"
"Brahman - Hill",""
"Female","120"
"Male","118"
"Brahman - Tarai",""
"Female","77"
"Male","82"
"Chamar/ Harijan/ Ram",""
"Female","416"
"Male","439"
"Dhanuk",""
"Female","889"
"Male","951"
"Dhobi",""
"Female","426"
"Male","500"
"Dusadh/ Pasawan/ Pasi",""
"Female","433"
"Male","438"
"Gaderi/Bhedihar",""
"Female","36"
"Male","37"
"Hajam/Thakur",""
"Female","283"
"Male","281"
"Halwai",""
"Female","32"
"Male","33"
"Kahar",""
"Female","9"
"Male","14"
"Kalwar",""
"Female","459"
"Male","495"
"Kanu",""
"Female","587"
"Male","656"
"Kathabaniyan",""
"Female","18"
"Male","25"
"Kayastha",""
"Female","28"
"Male","29"
"Koiri/Kushwaha",""
"Female","893"
"Male","986"
"Kumal",""
"Female","95"
"Male","99"
"Kumhar",""
"Female","188"
"Male","216"
"Kurmi",""
"Female","1062"
"Male","1094"
"Lohar",""
"Female","109"
"Male","106"
"Majhi",""
"Female","67"
"Male","65"
"Mali",""
"Female","29"
"Male","27"
"Mallaha",""
"Female","85"
"Male","96"
"Musalman",""
"Female","2675"
"Male","2626"
"Nuniya",""
"Female","74"
"Male","81"
"Others",""
"Female","33"
"Male","16"
"Rajput",""
"Female","14"
"Male","14"
"Sanyasi/Dasnami",""
"Female","98"
"Male","120"
"Sonar",""
"Female","43"
"Male","35"
"Tatma/Tatwa",""
"Female","535"
"Male","615"
"Teli",""
"Female","1097"
"Male","1194"
"Terai Others",""
"Female","76"
"Male","87"
"Thakuri",""
"Female","105"
"Male","85"
"Yadav",""
"Female","477"
"Male","522"
"Yakkha",""
"Female","179"
"Male","179"
