"Population by Educational Attainment","Number"
"Beginners",""
"Female","50"
"Male","57"
"Graduate and Equivalent",""
"Female","19"
"Male","95"
"Intermediate and Equivalent",""
"Female","74"
"Male","312"
"Level not Stated",""
"Female","20"
"Male","21"
"Lower Secondary (Class 6-8)",""
"Female","1007"
"Male","2021"
"Non Formal Education",""
"Female","11"
"Male","13"
"Others",""
"Female","8"
"Male","7"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","35"
"Primary Education (1-5 Class)",""
"Female","2997"
"Male","3741"
"Secondary Level (Class 9-10)",""
"Female","298"
"Male","918"
"SLC and Equivalent",""
"Female","121"
"Male","493"
