"Population by Caste/Ethinicity","Number"
"#VALUE!",""
"Female","25"
"Male","15"
"Aathpariya",""
"Female","6"
"Male","8"
"Amat",""
"Female","6"
"Male","9"
"Badhaee",""
"Female","71"
"Male","273"
"Badi",""
"Female","557"
"Male","615"
"Bahing",""
"Female","10"
"Male","19"
"Bangali",""
"Female","612"
"Male","2046"
"Bantaba",""
"Female","35"
"Male","36"
"Bantar/Sardar",""
"Female","31"
"Male","69"
"Baraee",""
"Female","116"
"Male","270"
"Bhote",""
"Female","457"
"Male","428"
"Bin",""
"Female","5"
"Male","21"
"Bote",""
"Female","11"
"Male","11"
"Brahman - Hill",""
"Female","111388"
"Male","127202"
"Brahman - Tarai",""
"Female","774"
"Male","1135"
"Brahmu/ Baramo",""
"Female","40"
"Male","62"
"Byasi/Sauka",""
"Female","8"
"Male","14"
"Chamar/ Harijan/ Ram",""
"Female","137"
"Male","316"
"Chamling",""
"Female","95"
"Male","81"
"Chepang /Praja",""
"Female","89"
"Male","115"
"Chhantyal/Chhantel",""
"Female","102"
"Male","98"
"Chhetri",""
"Female","83991"
"Male","91898"
"Dalit Others",""
"Female","1856"
"Male","2185"
"Damai/Dholi",""
"Female","2992"
"Male","3270"
"Danuwar",""
"Female","247"
"Male","312"
"Darai",""
"Female","45"
"Male","53"
"Dev",""
"Female","70"
"Male","86"
"Dhanuk",""
"Female","331"
"Male","859"
"Dhimal",""
"Female","178"
"Male","183"
"Dhobi",""
"Female","156"
"Male","280"
"Dhunia",""
"Female","13"
"Male","9"
"Dom",""
"Female","5"
"Male","8"
"Dura",""
"Female","32"
"Male","41"
"Dusadh/ Pasawan/ Pasi",""
"Female","119"
"Male","239"
"Foreigner",""
"Female","546"
"Male","916"
"Gaderi/Bhedihar",""
"Female","22"
"Male","38"
"Gaine",""
"Female","91"
"Male","100"
"Ghale",""
"Female","456"
"Male","415"
"Gharti/Bhujel",""
"Female","1188"
"Male","1323"
"Gurung",""
"Female","13533"
"Male","12247"
"Hajam/Thakur",""
"Female","691"
"Male","1533"
"Halwai",""
"Female","624"
"Male","1071"
"Hayu",""
"Female","16"
"Male","25"
"Hyolmo",""
"Female","280"
"Male","238"
"Janajati Others",""
"Female","65"
"Male","69"
"Jhangad/ Dhagar",""
"Female","17"
"Male","29"
"Jirel",""
"Female","131"
"Male","168"
"Kahar",""
"Female","39"
"Male","41"
"Kalar",""
"Female","7"
"Male","9"
"Kalwar",""
"Female","1506"
"Male","2648"
"Kamar",""
"Female","4"
"Male","16"
"Kami",""
"Female","4057"
"Male","4808"
"Kanu",""
"Female","216"
"Male","527"
"Kathabaniyan",""
"Female","1829"
"Male","2651"
"Kayastha",""
"Female","636"
"Male","851"
"Kewat",""
"Female","57"
"Male","113"
"Khatwe",""
"Female","15"
"Male","27"
"Khawas",""
"Female","37"
"Male","40"
"Koche",""
"Female","22"
"Male","27"
"Koiri/Kushwaha",""
"Female","457"
"Male","1136"
"Kulung",""
"Female","41"
"Male","56"
"Kumal",""
"Female","369"
"Male","575"
"Kumhar",""
"Female","68"
"Male","143"
"Kurmi",""
"Female","160"
"Male","514"
"Lepcha",""
"Female","15"
"Male","14"
"Lhomi",""
"Female","8"
"Male","14"
"Limbu",""
"Female","3313"
"Male","3222"
"Lodh",""
"Female","23"
"Male","12"
"Lohar",""
"Female","110"
"Male","329"
"Loharung",""
"Female","9"
"Male","9"
"Magar",""
"Female","17806"
"Male","18955"
"Majhi",""
"Female","1130"
"Male","1177"
"Mali",""
"Female","42"
"Male","88"
"Mallaha",""
"Female","77"
"Male","196"
"Marwadi",""
"Female","6014"
"Male","6809"
"Meche",""
"Female","12"
"Male","16"
"Munda",""
"Female","29"
"Male","14"
"Musahar",""
"Female","38"
"Male","64"
"Musalman",""
"Female","5607"
"Male","12099"
"Nachhiring",""
"Female","7"
"Male","8"
"Newar",""
"Female","121525"
"Male","119606"
"Nuniya",""
"Female","32"
"Male","132"
"Nurang",""
"Female","10"
"Male","5"
"Others",""
"Female","36"
"Male","43"
"Pahari",""
"Female","43"
"Male","62"
"Punjabi/Sikh",""
"Female","144"
"Male","210"
"Rai",""
"Female","10633"
"Male","10015"
"Rajbansi",""
"Female","240"
"Male","319"
"Rajbhar",""
"Female","10"
"Male","13"
"Rajdhob",""
"Female","14"
"Male","23"
"Raji",""
"Female","8"
"Male","12"
"Rajput",""
"Female","492"
"Male","815"
"Sanyasi/Dasnami",""
"Female","2641"
"Male","2879"
"Sarki",""
"Female","757"
"Male","806"
"Satar/ Santhal",""
"Female","43"
"Male","70"
"Sherpa",""
"Female","6144"
"Male","5632"
"Sonar",""
"Female","76"
"Male","102"
"Sudhi",""
"Female","383"
"Male","605"
"Sunuwar",""
"Female","1021"
"Male","1068"
"Tajpuriya",""
"Female","26"
"Male","35"
"Tamang",""
"Female","37928"
"Male","38138"
"Tatma/Tatwa",""
"Female","48"
"Male","158"
"Teli",""
"Female","1670"
"Male","3633"
"Terai Others",""
"Female","1049"
"Male","2307"
"Thakali",""
"Female","1064"
"Male","949"
"Thakuri",""
"Female","5339"
"Male","5921"
"Thami",""
"Female","187"
"Male","235"
"Tharu",""
"Female","4650"
"Male","7253"
"Thulung",""
"Female","46"
"Male","49"
"Topkegola",""
"Female","16"
"Male","14"
"Undefined Others",""
"Female","42"
"Male","68"
"Yadav",""
"Female","1164"
"Male","2923"
"Yakkha",""
"Female","97"
"Male","88"
"Yamphu",""
"Female","4"
"Male","7"
